	Log2(FC)	Log10(Adj. P-value)
Gm7936	0.430499	0.049763
Gm24233	0.409637	0.049763
Gm24119	0.407659	0.049763
Dhh	0.406091	0.049763
4930403O15Rik	0.405378	0.049763
Gm9169	0.404949	0.049763
Exoc3l	0.400926	0.049763
Gm26799	0.39077	0.049763
Gm14088	0.38809	0.049763
Tmem132e	0.386925	0.049763
Pcdhb12	0.370567	0.049763
Nphp4	0.361548	0.049763
Sult5a1	0.346259	0.049763
4933406P04Rik	0.34348	0.049763
2810032G03Rik	0.343276	0.049763
Dcdc2a	0.339159	0.049763
Nrap	0.333948	0.049763
Ptar1	0.330002	0.049763
2810468N07Rik	0.307278	0.049763
Meox2	0.307132	0.049763
Efnb3	0.302075	0.049763
Hey2	0.299367	0.049763
Fam188b	0.297091	0.049763
Gm15327	0.29645	0.049763
Rps26-ps1	0.293857	0.049763
Matk	0.288832	0.049763
Nav3	0.287974	0.049763
Zc4h2	0.287147	0.049763
Naaladl1	0.279486	0.049763
C9	0.273514	0.049763
Gm20498	0.273348	0.049763
Srrm3	0.273087	0.049763
Fat3	0.269044	0.049763
RP24-490B17.2	0.265024	0.049763
Gm6851	0.258312	0.049763
Slamf9	0.257609	0.049763
Gm12992	0.256349	0.049763
Itgb8	0.250978	0.049763
Rbm12b1	0.248635	0.049763
Gm26497	0.243534	0.049763
A530020G20Rik	0.235588	0.049763
Ifi205	0.234005	0.049763
Scx	0.228601	0.049763
Eif5a2	0.227674	0.049763
Gm16310	0.227032	0.049763
Naip3	0.226958	0.049763
Rnf5	0.222266	0.049763
Dpysl4	0.221917	0.049763
Crabp1	0.204051	0.049763
Prkd1	0.203295	0.049763
Slc18a2	0.200178	0.049763
Proc	0.198622	0.049763
Dnm1	0.197002	0.049763
Inmt	0.194098	0.049763
Rnf26	0.19316	0.049763
Ptgfr	0.189338	0.049763
Gm21967	0.189155	0.049763
RP23-16D16.14	0.187253	0.049763
Ppp1r13l	0.184373	0.049763
Amz1	0.177673	0.049763
Ier5l	0.175988	0.049763
Itgb2	0.174945	0.049763
Gpihbp1	0.174475	0.049763
Rps24-ps3	0.173581	0.049763
Erich4	0.171889	0.049763
Cwc22	0.161413	0.049763
Fgfr4	0.160772	0.049763
Il20rb	0.160683	0.049763
Nhej1	0.158903	0.049763
RP24-283P23.1	0.156016	0.049763
Gm20696	0.152753	0.049763
Igfbp7	0.152505	0.049763
Snhg9	0.149985	0.049763
Shisa3	0.147815	0.049763
Thap2	0.145989	0.049763
Smad9	0.144928	0.049763
Map3k13	0.138239	0.049763
Cdh5	0.135148	0.049763
Irs1	0.133119	0.049763
Herc6	0.131684	0.049763
Pomk	0.12937	0.049763
Pfkm	0.128589	0.049763
Mettl13	0.127762	0.049763
E2f6	0.124167	0.049763
Ggh	0.123588	0.049763
Gm9776	0.120463	0.049763
9130024F11Rik	0.119568	0.049763
Lama5	0.118771	0.049763
Mrps33	0.116383	0.049763
Fat1	0.115228	0.049763
Zfp821	0.11377	0.049763
Tbc1d32	0.112598	0.049763
Khnyn	0.109807	0.049763
Ddhd1	0.109033	0.049763
Dock10	0.108973	0.049763
Nup93	0.107817	0.049763
Pde8a	0.10738	0.049763
Tsen54	0.107288	0.049763
Dact2	0.107127	0.049763
Tmem176a	0.106991	0.049763
Smarcad1	0.104018	0.049763
Cpox	0.103372	0.049763
Rtkn	0.102441	0.049763
Rpl35	0.10074	0.049763
Snx13	0.099366	0.049763
Mtap	0.098904	0.049763
Wdr5	0.098502	0.049763
Rai1	0.098281	0.049763
Fam118b	0.097992	0.049763
Thbs2	0.097502	0.049763
Glyr1	0.097288	0.049763
Plekha1	0.096609	0.049763
Ube2v2	0.096309	0.049763
Sh3kbp1	0.095764	0.049763
Gfod2	0.095006	0.049763
Ndst1	0.09492	0.049763
Fdx1l	0.094243	0.049763
2310057M21Rik	0.093915	0.049763
Nop16	0.092726	0.049763
Slc51a	0.091752	0.049763
Lsm3	0.091406	0.049763
Pdcd11	0.090863	0.049763
Klf3	0.089609	0.049763
Sik3	0.088883	0.049763
Smarcc1	0.088737	0.049763
Frmd8	0.088594	0.049763
Rasa1	0.08713	0.049763
Aoc3	0.086956	0.049763
Gemin7	0.086817	0.049763
Dpysl3	0.085669	0.049763
Pde8b	0.084267	0.049763
Ube4a	0.083111	0.049763
Aven	0.082341	0.049763
Rap2c	0.081852	0.049763
Otc	0.081722	0.049763
Ciapin1	0.08093	0.049763
Cd97	0.080613	0.049763
Peli1	0.080155	0.049763
Srsf7	0.079143	0.049763
Marveld1	0.078019	0.049763
Smim19	0.077653	0.049763
Ngef	0.077623	0.049763
Ccnd3	0.077202	0.049763
Gm15800	0.076501	0.049763
Rhbdd2	0.075942	0.049763
Arhgef5	0.07434	0.049763
D8Ertd738e	0.073802	0.049763
Abhd11	0.073131	0.049763
Dcaf13	0.072704	0.049763
Mrpl21	0.072452	0.049763
Rab15	0.072441	0.049763
Rbm28	0.07229	0.049763
Pyroxd1	0.07182	0.049763
Ptprd	0.069263	0.049763
Glrx2	0.069028	0.049763
Adam17	0.068434	0.049763
2410015M20Rik	0.067733	0.049763
Rabl6	0.066846	0.049763
Sf3b3	0.066356	0.049763
Nfu1	0.066121	0.049763
Ccnd2	0.065908	0.049763
Chmp2a	0.065368	0.049763
Mnat1	0.064946	0.049763
Gse1	0.064596	0.049763
Gatad1	0.06452	0.049763
Mrps30	0.063251	0.049763
Rbbp8	0.062914	0.049763
Letm1	0.062131	0.049763
Ubqln1	0.06208	0.049763
Cul3	0.06149	0.049763
Anp32a	0.061458	0.049763
Tnk1	0.0611	0.049763
Ndufb4	0.060957	0.049763
Ociad2	0.060873	0.049763
Slc25a11	0.060597	0.049763
Utp3	0.060321	0.049763
Hsd17b12	0.05832	0.049763
Snx5	0.057536	0.049763
AI314180	0.055842	0.049763
Ppig	0.05443	0.049763
Amfr	0.052718	0.049763
Yy1	0.051941	0.049763
Nrip1	0.051733	0.049763
Cmas	0.050327	0.049763
Brwd1	0.04955	0.049763
Rps6kb1	0.049499	0.049763
Atp8b1	0.049202	0.049763
Eif5b	0.042793	0.049763
Akap9	-0.041896	0.049763
Luc7l2	-0.045009	0.049763
Clcn4-2	-0.045327	0.049763
Asph	-0.051706	0.049763
Oxa1l	-0.052608	0.049763
Rpl22	-0.05268	0.049763
Wnk1	-0.05344	0.049763
Zfp326	-0.054525	0.049763
Smpdl3a	-0.054732	0.049763
Clk1	-0.056113	0.049763
Huwe1	-0.056431	0.049763
Dopey1	-0.056518	0.049763
Mrpl42	-0.057408	0.049763
Armc1	-0.061499	0.049763
Dmd	-0.062844	0.049763
Ddx42	-0.063103	0.049763
Rexo2	-0.063145	0.049763
Ndrg2	-0.063635	0.049763
Fkbp3	-0.063954	0.049763
Wiz	-0.064037	0.049763
Cdc42	-0.065343	0.049763
Fam133b	-0.06536	0.049763
Socs2	-0.065947	0.049763
Oit1	-0.06618	0.049763
Txndc15	-0.066197	0.049763
Strip1	-0.066719	0.049763
Noxo1	-0.066797	0.049763
Tbc1d23	-0.067422	0.049763
Brpf3	-0.067773	0.049763
Prlr	-0.068003	0.049763
Pikfyve	-0.068756	0.049763
Ccdc93	-0.069088	0.049763
Tmx1	-0.069099	0.049763
Mogs	-0.069887	0.049763
Acot8	-0.06993	0.049763
Snapc5	-0.070048	0.049763
Snrpd1	-0.070685	0.049763
Ssr4	-0.070882	0.049763
Plekhh1	-0.070999	0.049763
Gpr56	-0.071187	0.049763
Ranbp10	-0.071558	0.049763
Stk4	-0.071642	0.049763
Slc25a1	-0.071681	0.049763
Gt(ROSA)26Sor	-0.072547	0.049763
Heatr6	-0.072676	0.049763
Pfdn2	-0.072851	0.049763
Atg2a	-0.073638	0.049763
Nrbp1	-0.074391	0.049763
Rpsa	-0.074686	0.049763
Dbi	-0.074793	0.049763
Ss18	-0.075312	0.049763
Pitpnc1	-0.077211	0.049763
Frg1	-0.077823	0.049763
Capn2	-0.077903	0.049763
Tsr3	-0.078289	0.049763
Slc25a23	-0.078519	0.049763
Casp7	-0.079231	0.049763
Myo6	-0.07961	0.049763
Acbd6	-0.079646	0.049763
Ttc33	-0.079782	0.049763
Cggbp1	-0.080312	0.049763
Aldh2	-0.080375	0.049763
Pkd2	-0.080696	0.049763
Nagpa	-0.08073	0.049763
Rbm22	-0.081232	0.049763
Hsd3b3	-0.081473	0.049763
Ccdc107	-0.081639	0.049763
Agr2	-0.08173	0.049763
Tph1	-0.082222	0.049763
Cebpa	-0.08228	0.049763
Aimp2	-0.084112	0.049763
Hyi	-0.084458	0.049763
Dpp9	-0.084511	0.049763
Acads	-0.085562	0.049763
Plvap	-0.085579	0.049763
Rpp14	-0.08794	0.049763
Rnf6	-0.087988	0.049763
Lyar	-0.088388	0.049763
Dpf2	-0.08896	0.049763
Foxk2	-0.089746	0.049763
Basp1	-0.090036	0.049763
Pctp	-0.090169	0.049763
Ogfrl1	-0.09041	0.049763
Orc2	-0.091255	0.049763
Fkbp8	-0.091779	0.049763
Mrpl50	-0.092145	0.049763
Fundc1	-0.092751	0.049763
Cactin	-0.093886	0.049763
Clcn7	-0.095505	0.049763
Zfp623	-0.097339	0.049763
Pnpla6	-0.097392	0.049763
Mospd1	-0.097656	0.049763
Cxcl14	-0.098633	0.049763
N6amt1	-0.098698	0.049763
Fam13b	-0.098725	0.049763
Pnpla7	-0.099435	0.049763
Pef1	-0.10021	0.049763
Cep135	-0.102006	0.049763
Adamts2	-0.104583	0.049763
Dfna5	-0.104656	0.049763
Map3k14	-0.105203	0.049763
Morc4	-0.105235	0.049763
Trim30d	-0.105595	0.049763
Rab3c	-0.105865	0.049763
Ttl	-0.106302	0.049763
Chek2	-0.108429	0.049763
Wdr53	-0.109462	0.049763
Cacnb3	-0.109918	0.049763
Mamdc2	-0.111447	0.049763
Clec16a	-0.111462	0.049763
Vps39	-0.111941	0.049763
Osbpl1a	-0.11226	0.049763
2200002D01Rik	-0.113436	0.049763
Nsg2	-0.114003	0.049763
Tmem171	-0.115537	0.049763
Oxsm	-0.118347	0.049763
Tnip1	-0.118475	0.049763
Gm6136	-0.119333	0.049763
Tmed8	-0.119704	0.049763
RP23-125I14.1	-0.120147	0.049763
Ccdc102a	-0.121997	0.049763
Zfp354c	-0.124114	0.049763
Polg2	-0.124691	0.049763
Slc20a1	-0.127991	0.049763
Gab1	-0.129836	0.049763
9930104L06Rik	-0.131647	0.049763
Psenen	-0.131933	0.049763
Anapc10	-0.133017	0.049763
Lrat	-0.133065	0.049763
Mvd	-0.134842	0.049763
Spns2	-0.137134	0.049763
Gm53	-0.137417	0.049763
Shmt2	-0.137505	0.049763
RP23-334M9.3	-0.13894	0.049763
Dtx3	-0.138989	0.049763
Stk11ip	-0.139627	0.049763
Spire1	-0.140425	0.049763
Zscan22	-0.141908	0.049763
Igfbp3	-0.145249	0.049763
Zfp111	-0.14976	0.049763
Arhgef6	-0.150549	0.049763
Klf11	-0.154369	0.049763
WI1-1981I9.3	-0.15515	0.049763
Panct2	-0.159634	0.049763
Tnfrsf13b	-0.15979	0.049763
Fgfbp3	-0.16283	0.049763
Gm20748	-0.163904	0.049763
Tle6	-0.167033	0.049763
Gm14239	-0.169343	0.049763
RP23-102K8.1	-0.169404	0.049763
Mppe1	-0.174955	0.049763
Gm4604	-0.175724	0.049763
Wdr78	-0.176402	0.049763
Ccne1	-0.17651	0.049763
Cysltr1	-0.176582	0.049763
Fgf10	-0.181045	0.049763
Gm15859	-0.181388	0.049763
Ctnna2	-0.187076	0.049763
1700010I14Rik	-0.187362	0.049763
Dock2	-0.190555	0.049763
Nap1l3	-0.191586	0.049763
RP24-92A2.1	-0.192097	0.049763
Sema3d	-0.199108	0.049763
Oser1	-0.205357	0.049763
Slamf7	-0.209612	0.049763
Afm	-0.20994	0.049763
Ighm	-0.210192	0.049763
Smarca5-ps	-0.210271	0.049763
Gm17259	-0.210873	0.049763
Tmem179	-0.216755	0.049763
Scn11a	-0.2175	0.049763
Epha5	-0.219506	0.049763
Gamt	-0.223603	0.049763
Nnat	-0.223721	0.049763
Islr2	-0.227641	0.049763
Gm26901	-0.227681	0.049763
Pcdhb19	-0.230343	0.049763
Rims4	-0.231549	0.049763
Gfap	-0.240362	0.049763
RP23-175G2.2	-0.242922	0.049763
Nthl1	-0.243726	0.049763
Tlr13	-0.249425	0.049763
Stx1a	-0.249428	0.049763
AA543186	-0.2501	0.049763
Lonrf2	-0.253467	0.049763
Gm26871	-0.258159	0.049763
Ube2l6	-0.264969	0.049763
Sphkap	-0.266308	0.049763
Gm12504	-0.274405	0.049763
Lppr2	-0.274696	0.049763
8430419K02Rik	-0.280233	0.049763
Plcb2	-0.283132	0.049763
Phox2a	-0.283562	0.049763
Lcn2	-0.298007	0.049763
Map4k1	-0.313035	0.049763
Teddm2	-0.319166	0.049763
Cks2	-0.320112	0.049763
P2rx1	-0.320288	0.049763
Hecw1	-0.320859	0.049763
Rab9b	-0.3211	0.049763
Pcdhga10	-0.325194	0.049763
Mtfr2	-0.338013	0.049763
Slc15a2	-0.339036	0.049763
Megf6	-0.339808	0.049763
Hist1h2bk	-0.347024	0.049763
Ttc36	-0.347049	0.049763
Npas4	-0.348852	0.049763
Gm26847	-0.349532	0.049763
Peg10	-0.35571	0.049763
0610009E02Rik	-0.368947	0.049763
Lrrc16b	-0.374561	0.049763
Clec12a	-0.391959	0.049763
RP23-478K4.2	-0.393561	0.049763
Gm26564	-0.406123	0.049763
Grid1	-0.406493	0.049763
B230398E01Rik	-0.431549	0.049763
Esyt3	-0.432582	0.049763
Rps12-ps23	-0.438623	0.049763
Plag1	-0.438868	0.049763
Foxn1	-0.438975	0.049763
Trim67	-0.439066	0.049763
Trpm3	-0.439076	0.049763
Sytl5	-0.439076	0.049763
Ndst4	-0.439088	0.049763
Gm22935	-0.439144	0.049763
RP23-406B13.9	-0.439398	0.049763
1500002C15Rik	-0.439765	0.049763
5830468F06Rik	-0.439793	0.049763
Lif	-0.43988	0.049763
Gm14776	-0.439973	0.049763
Rpl23a-ps3	-0.440328	0.049763
Gm15697	-0.44053	0.049763
1500015O10Rik	-0.440744	0.049763
Rps11-ps3	-0.441782	0.049763
Egfem1	-0.445393	0.049763
Gm15283	-0.445961	0.049763
Gm6485	-0.446005	0.049763
WI1-817D1.2	-0.447656	0.049763
BC106179	-0.447849	0.049763
Hist1h4f	-0.449634	0.049763
B230312C02Rik	-0.464768	0.049763
Gm10011	-0.470474	0.049763
Gng13	-0.472831	0.049763
Gabrp	-0.485189	0.049763
Gm10286	-0.489541	0.049763
Gm16618	-0.489668	0.049763
4930552P12Rik	-0.48967	0.049763
Tmem30c	-0.489685	0.049763
Gm7361	-0.489692	0.049763
Rps18-ps1	-0.489696	0.049763
Gpr110	-0.489706	0.049763
Corin	-0.48971	0.049763
Gm22228	-0.489776	0.049763
Klf14	-0.489781	0.049763
Ugt2b37	-0.489804	0.049763
Kpna2-ps	-0.489816	0.049763
AU020206	-0.489826	0.049763
Grip1os1	-0.489835	0.049763
Crisp2	-0.489875	0.049763
4932435O22Rik	-0.489922	0.049763
Bricd5	-0.489924	0.049763
Gm15929	-0.489935	0.049763
Gm26604	-0.489938	0.049763
Gm2449	-0.489959	0.049763
Rps19-ps7	-0.489968	0.049763
Gm24775	-0.489969	0.049763
RP23-323H18.1	-0.489971	0.049763
Gm12750	-0.490001	0.049763
Mir10a	-0.490013	0.049763
Gm13411	-0.490014	0.049763
Gm26717	-0.490033	0.049763
Gm16052	-0.490053	0.049763
Ppp1r3fos	-0.490055	0.049763
Rps12-ps3	-0.490056	0.049763
Gm15331	-0.490058	0.049763
Gm13381	-0.490061	0.049763
Defb25	-0.490067	0.049763
Sprtn	-0.490078	0.049763
RP23-21P2.4	-0.490083	0.049763
Zcchc9-ps	-0.490088	0.049763
Fam196a	-0.490091	0.049763
1700092M07Rik	-0.490097	0.049763
Wnt9b	-0.490107	0.049763
Gm8401	-0.490126	0.049763
Crnde	-0.490127	0.049763
Gm12013	-0.490128	0.049763
Nup210l	-0.490146	0.049763
Sun3	-0.490162	0.049763
Xlr3c	-0.490186	0.049763
Csnk2a1-ps	-0.490202	0.049763
Gm12219	-0.490204	0.049763
RP24-441N3.3	-0.490208	0.049763
Ptgds	-0.49021	0.049763
Gm12666	-0.490239	0.049763
Tssk1	-0.490244	0.049763
Eno4	-0.490246	0.049763
Gm6808	-0.490247	0.049763
Gm26691	-0.490282	0.049763
Rpl30-ps9	-0.490283	0.049763
Gm14288	-0.490284	0.049763
4930568A12Rik	-0.490295	0.049763
Nrg3	-0.490295	0.049763
RP23-156A3.1	-0.490304	0.049763
A330050F15Rik	-0.490319	0.049763
Gm13597	-0.490323	0.049763
Gm13472	-0.490331	0.049763
Gm10571	-0.490333	0.049763
Tcrg-C2	-0.490349	0.049763
Slc27a5	-0.490377	0.049763
Tfap2a	-0.490386	0.049763
1700016G22Rik	-0.490406	0.049763
4930405A21Rik	-0.490417	0.049763
Slco1a6	-0.490426	0.049763
Spatc1l	-0.490426	0.049763
4921508M14Rik	-0.490443	0.049763
Pmepa1os	-0.49045	0.049763
Psca	-0.490453	0.049763
2410137M14Rik	-0.490454	0.049763
Gm7099	-0.490477	0.049763
Cyb561a3	-0.490493	0.049763
Gm15927	-0.49053	0.049763
Gm10309	-0.490546	0.049763
Gm24379	-0.490555	0.049763
Sbk2	-0.490573	0.049763
RP24-287C2.1	-0.490575	0.049763
Gm14198	-0.490618	0.049763
Hist1h4k	-0.490646	0.049763
Sall3	-0.490651	0.049763
Ceacam9	-0.490676	0.049763
Gm6096	-0.490678	0.049763
Rpl3-ps2	-0.490696	0.049763
RP23-380A10.5	-0.490727	0.049763
Gm12932	-0.490755	0.049763
Pax6os1	-0.4908	0.049763
Gm6418	-0.49082	0.049763
Gm15422	-0.490843	0.049763
Bdkrb1	-0.490875	0.049763
Tmem254c	-0.490957	0.049763
A730081D07Rik	-0.491077	0.049763
A630033H20Rik	-0.491756	0.049763
Sfta2	-0.496127	0.049763
Lce3c	-0.498583	0.049763
Gm10548	-0.511902	0.049763
RP23-152I6.4	-0.517695	0.049763
Rpl18-ps2	-0.524379	0.049763
Gm23193	-0.546016	0.049763
RP23-267J24.2	-0.557619	0.049763
Clec4e	-0.581091	0.049763
Klhl1	-0.597765	0.049763
Gm10784	-0.599162	0.049763
RP24-123J3.2	-0.607985	0.049763
RP23-145F12.1	-0.733196	0.049763
Gngt2	0.145973	0.04972
Ablim1	-0.057145	0.04972
Myl12b	-0.066437	0.04972
Dtx2	-0.12634	0.04972
Med21	0.086078	0.049669
Orai1	0.086698	0.049527
RP23-116P18.4	0.500876	0.049525
Zfp189	-0.345408	0.049525
2610005L07Rik	-0.492345	0.049525
RP23-403H2.5	0.484921	0.049488
Gm14537	0.278648	0.049412
Klra17	-0.493383	0.049396
Sec1	0.516645	0.049318
Hmox2	-0.093342	0.049318
Jam3	0.094076	0.049293
Phf12	-0.104873	0.049293
Ints6	-0.110183	0.049293
Tbc1d24	0.099238	0.049292
Hif1a	0.068252	0.049292
Igfbp2	-0.118558	0.049292
Cdc42ep4	-0.141526	0.049292
RP23-412L18.3	-0.177354	0.049292
Folr1	-0.33563	0.049292
Sepn1	-0.143552	0.049266
Cd200r1	-0.296158	0.049266
Gm10712	0.558033	0.049237
Ano9	0.075599	0.049237
Golga4	-0.055825	0.049237
Sfxn2	-0.079656	0.049237
Pqlc3	-0.092547	0.049237
Tmem51os1	-0.138875	0.049237
Gm15440	-0.296081	0.049237
2310069B03Rik	-0.48659	0.049237
Mir192	-0.502248	0.049237
Gm13181	-0.492369	0.04923
Slc7a13	-0.635333	0.04923
Tmem255a	0.318511	0.049174
Thrsp	0.214415	0.049174
Hcn1	-0.54265	0.049174
Zfp869	-0.492781	0.049052
1810062G17Rik	-0.295573	0.049016
Lpcat4	-0.512671	0.049016
Supt16	0.073472	0.048998
3300002I08Rik	-0.484875	0.048998
A430078G23Rik	0.506607	0.04894
Gm11437	0.220784	0.04894
Rpl28-ps1	-0.174654	0.04894
Apoa4	0.500417	0.048891
Cyp7b1	0.221657	0.048891
Trpt1	0.172761	0.048891
Gm22482	0.518428	0.048884
Trp53bp2	0.064457	0.048884
2700029M09Rik	0.10684	0.048847
Cryba2	0.385541	0.048846
Il11ra1	-0.064937	0.048846
Ptk6	-0.138394	0.048846
Zeb2os	-0.221427	0.048846
Cbln4	-0.358803	0.048846
Ssu72	0.056301	0.048797
Nolc1	-0.074499	0.048797
Gdap1l1	-0.296567	0.048797
Zfp286os	-0.505061	0.048797
Rnf182	-0.296119	0.048773
BC051142	0.162122	0.048702
Prpf40b	-0.106365	0.048702
Haglr	-0.511112	0.048702
Gm23849	0.421321	0.048695
Gm23111	-0.512281	0.048695
Gm15608	0.388613	0.048646
Prmt1	0.090992	0.048646
Ikbip	0.075762	0.048646
Epx	-0.494175	0.048646
Slc2a2	0.479104	0.048554
Ddx47	0.071178	0.048554
Gm24876	-0.310548	0.048523
Gm5446	0.320497	0.048429
Fbl	0.167032	0.048429
Me1	0.14275	0.048429
Cnep1r1	0.12173	0.048429
B230216N24Rik	0.105206	0.048429
Arhgef1	0.104217	0.048429
Rapgef2	0.096159	0.048429
B3gnt1	0.067279	0.048429
Tyk2	-0.074634	0.048429
Acot1	-0.12289	0.048429
Cish	-0.134916	0.048429
Twist2	-0.166943	0.048429
Mrgprf	-0.189974	0.048429
Purg	-0.191506	0.048429
Gm16546	-0.351204	0.048429
RP23-381K21.5	-0.492501	0.048429
Crhr2	-0.493212	0.048429
Snord71	-0.516037	0.048429
Snord82	-0.51704	0.048429
Alg2	0.087294	0.048363
Abhd6	0.060289	0.048363
Nudt22	0.083486	0.048329
RP23-106N22.5	0.503813	0.048234
Tbl3	0.114474	0.048168
Clvs1	-0.208569	0.048168
Rbp1	0.139601	0.048153
Arhgap5	0.064779	0.047842
Slc9a9	0.144238	0.047785
1110065P20Rik	0.070817	0.047785
Kbtbd7	-0.092531	0.047785
Zfp40	-0.137747	0.047785
A830073O21Rik	-0.300916	0.047785
Chadl	0.25105	0.04777
AI838599	0.180028	0.04777
Lrrc8c	0.076906	0.04777
Parp4	0.069484	0.04777
Tmed9	0.067343	0.04777
Emc7	0.062613	0.04777
Gbas	-0.084416	0.04777
Gm13339	-0.321863	0.04777
Tlr11	-0.492504	0.04777
Nudcd3	-0.064864	0.047752
Pxdn	0.108626	0.047738
Hspd1	-0.074459	0.047738
Mrpl35	-0.057704	0.047724
Chil3	0.666616	0.047706
RP24-325N3.1	-0.6765	0.047686
Ndufs4	-0.050142	0.047675
Flt3l	0.106833	0.047608
Mtif2	0.073194	0.047608
Pcdh17	-0.086289	0.047608
Atp6v0c	-0.178595	0.047608
Mmp24	-0.412758	0.047608
RP24-566B6.4	0.359807	0.047595
Jag2	0.359558	0.047595
Impdh1	0.101914	0.047595
Galm	0.071429	0.047595
Tcp1	0.055331	0.047595
Irf2bp1	-0.05414	0.047595
4833420G17Rik	-0.075769	0.047595
RP23-81K14.2	-0.14031	0.047595
Zfp174	-0.247121	0.047595
Gm26515	-0.485754	0.047595
Gm23442	-0.48823	0.047595
Rbmxl1	0.176748	0.047581
Elp5	0.086869	0.047581
Gm25791	0.535929	0.047566
RP24-428B12.3	0.359272	0.047565
Vma21	0.075705	0.047565
Srcin1	-0.18704	0.047565
Megf11	0.362588	0.047516
Gm16340	0.334531	0.047516
Nek5	0.258691	0.047516
E230001N04Rik	0.142778	0.047516
Dbf4	0.094467	0.047516
Deb1	0.08129	0.047516
D3Ertd751e	0.0788	0.047516
Mtmr3	-0.066739	0.047516
Igf2bp2	-0.069695	0.047516
Zfp62	-0.07216	0.047516
Rcn3	-0.09886	0.047516
Upb1	-0.102826	0.047516
Fastkd2	-0.10392	0.047516
Zfp775	-0.114486	0.047516
RP24-271M20.4	-0.168049	0.047516
Pcdhb22	-0.177831	0.047516
Moxd1	-0.182552	0.047516
Usp35	-0.187993	0.047516
Sorcs3	-0.311054	0.047516
Gm16279	-0.37641	0.047516
4930525G20Rik	-0.376464	0.047516
2410018L13Rik	-0.376806	0.047516
Gm6807	-0.377199	0.047516
Gm16283	-0.377245	0.047516
Peli3	-0.377258	0.047516
1700086L19Rik	-0.477742	0.047516
Gm7461	-0.493992	0.047516
Gm12631	-0.530464	0.047516
Gm6257	0.389982	0.047426
Gprasp1	-0.075166	0.047375
Gm7452	0.545693	0.047302
Slc30a7	0.067313	0.047302
Rab34	-0.116325	0.047302
Wdr24	-0.12007	0.047302
Gm9974	-0.300677	0.047302
Kctd8	-0.376007	0.047302
Gm11100	-0.687602	0.047302
Ryr3	0.133389	0.047197
Xk	0.105594	0.047197
Thumpd1	0.114728	0.047138
Cirh1a	0.110247	0.047138
Ascl4	-0.472389	0.047137
Zfp758	-0.130638	0.047097
Plcxd2	-0.116982	0.047092
Sbsn	-0.159649	0.047082
mt-Tt	-0.174862	0.047082
Gm4841	-0.441649	0.047082
Apol11b	0.542308	0.047051
Siae	-0.084155	0.047051
Gm4994	-0.476514	0.047051
Draxin	-0.490249	0.047051
2300009A05Rik	-0.055489	0.04704
Gm5900	-0.376545	0.04704
Gm13315	0.476258	0.047005
Gm11410	0.234368	0.047005
Lig3	0.100226	0.047005
Mphosph8	0.046454	0.047005
St3gal2	-0.096199	0.047005
WI1-2075L23.1	-0.24281	0.047005
Trbc1	-0.244014	0.047005
4930404I05Rik	0.601619	0.046966
Rbm15b	0.098149	0.046966
Fars2	-0.082327	0.046966
Rtp3	-0.502323	0.046966
Tmem174	0.234614	0.046919
C3	0.138515	0.046919
Rnh1	0.053021	0.046919
Zfp652	-0.054455	0.046919
Gnai2	-0.057965	0.046919
Fam115c	-0.080717	0.046919
Gm26698	-0.391844	0.046919
Duoxa1	-0.531364	0.046919
Gpnmb	0.15494	0.046876
Prss57	-0.482754	0.046876
Cbs	0.114602	0.046826
Zmym5	0.055635	0.046826
Gm11191	-0.484158	0.046814
Xkr9	0.239601	0.046712
Cacna2d1	0.084129	0.046712
Clptm1l	-0.083832	0.046712
Defa3	-0.381206	0.046644
Gm20678	-0.476436	0.046644
Ano3	0.256812	0.04655
Nckap5	0.10364	0.04655
Pbdc1	0.086256	0.04655
Slc25a4	-0.048114	0.04655
Kri1	-0.084902	0.04655
Gorab	-0.095391	0.04655
Dis3l	-0.11202	0.04655
Igfbp6	-0.135211	0.04655
Polr1e	-0.164897	0.04655
Dus4l	-0.184294	0.04655
Cecr5	-0.292648	0.04655
Gdpd1	-0.051241	0.046537
Gm7536	0.355558	0.046531
Wnt7b	0.602842	0.046517
5830432E09Rik	0.480405	0.046517
C030010L15Rik	0.480121	0.046517
Tomm5	0.174846	0.046517
Kif5a	0.135701	0.046517
Rbks	0.133421	0.046517
Pwwp2a	-0.063727	0.046517
Cd244	-0.17015	0.046517
Scgb2b10	-0.189107	0.046517
Oas1a	-0.190973	0.046517
Gm26129	-0.247255	0.046517
Slitrk3	0.284155	0.046416
Plekho2	0.14424	0.046416
Vps4b	0.089119	0.046416
Poldip3	-0.077734	0.046416
Tmem177	-0.09866	0.046416
Rab11a	0.060031	0.046355
Slc1a6	-0.418323	0.046355
Gm5873	-0.514731	0.046355
4930547M16Rik	-0.480799	0.046328
Arrdc3	0.108299	0.046325
Stau2	0.08753	0.046325
BC068157	0.3627	0.046231
Dhtkd1	0.354529	0.046231
1700020I14Rik	-0.049733	0.046205
Fam183b	0.220757	0.046161
Zbtb18	-0.107752	0.046161
Rnf125	-0.152203	0.046161
Ablim3	-0.196486	0.046161
Gm5908	-0.510163	0.046161
Gm3248	-0.521678	0.046161
Gssos2	-0.808936	0.046161
Snord37	0.501186	0.046149
C230066G23Rik	0.478834	0.046149
Pcdhb7	0.209602	0.046149
RP24-142E6.5	0.166568	0.046149
Adamts10	0.121838	0.046149
