	Log2(FC)	Log10(Adj. P-value)
Gm9888	0.083371	0
Gm10617	0.083355	0
1700022N22Rik	0.083275	0
Gm10335	0.083239	0
RP23-407E2.31	0.083238	0
Gm14209	0.083218	0
Chit1	0.083211	0
Gm16574	0.083194	0
Klk1b16	0.083118	0
1700095J03Rik	0.083099	0
Cyb5r2	0.083084	0
Eddm3b	0.083083	0
Gm7866	0.083064	0
RP23-290N20.2	0.083057	0
Rps10-ps4	0.083029	0
Hao1	0.083029	0
Gm26604	0.083019	0
Hrh3	0.082978	0
A830012C17Rik	0.082921	0
Fndc3c1	0.082918	0
Gm13375	0.082892	0
Lif	0.082872	0
Gm6368	0.082867	0
Gm24837	0.082795	0
Slc22a8	0.08279	0
Gm22519	0.082673	0
Mok	0.082556	0
Gm20628	0.081255	0
Rpl31-ps14	0.080601	0
Col6a6	0.080463	0
Mcpt4	0.080377	0
Gsta1	0.080218	0
D630036H23Rik	0.079572	0
RP23-216O10.6	0.078823	0
Prr7	0.077804	0
Gm6245	0.077404	0
Col4a3	0.077338	0
Gm4956	0.076706	0
Sox18	0.076198	0
Fosl1	0.075822	0
Fcrl5	0.075601	0
Tmem116	0.075542	0
RP23-309A8.3	0.075369	0
Cma1	0.075262	0
Gm16230	0.075111	0
RP23-295C23.2	0.074646	0
Sp6	0.074325	0
Gtse1	0.074154	0
Slc19a2	0.073786	0
Klhl29	0.073609	0
Snord42b	0.073282	0
Banf2os	0.07288	0
Gm17396	0.07272	0
Gm13192	0.072349	0
Krt222	0.072023	0
Gm22060	0.071923	0
Rpl21-ps8	0.071612	0
Marco	0.071405	0
Apoo	0.07129	0
Gm16751	0.070995	0
Gm26355	0.070865	0
Snord110	0.070781	0
6330419J24Rik	0.070687	0
Wdr17	0.06994	0
Gm13215	0.069305	0
Gm8566	0.069087	0
Etohi1	0.069079	0
P2rx1	0.068712	0
Asic5	0.067651	0
Gm15327	0.067062	0
Gm11702	0.067024	0
B430305J03Rik	0.0668	0
Taf9b	0.066745	0
Gm6483	0.066483	0
Gm23458	0.065896	0
Gm24819	0.065874	0
Il2ra	0.065462	0
Gm12681	0.065433	0
Gm26704	0.065213	0
Havcr1	0.064983	0
Arhgap36	0.064981	0
Clca5	0.064922	0
Slc17a2	0.064776	0
Gm11687	0.064636	0
9530053A07Rik	0.064508	0
Gm26737	0.064123	0
Gm15381	0.064034	0
Sox2	0.063685	0
Etnppl	0.063666	0
Psg25	0.063556	0
Gm16519	0.063078	0
Rpa3	0.063077	0
Tmem240	0.062944	0
4930439D14Rik	0.06287	0
Ppp6r2	0.062776	0
Cd209d	0.062596	0
RP23-355E19.1	0.062422	0
RP24-429G21.2	0.061968	0
Cdh10	0.061796	0
Mannr	0.06158	0
2810408I11Rik	0.061416	0
D230022J07Rik	0.061305	0
Gm22107	0.061158	0
Mmp7	0.061118	0
1700048O20Rik	0.060904	0
Gm10269	0.060658	0
Tuba8	0.060549	0
Tmem254c	0.060523	0
Abca13	0.060522	0
RP23-320P13.1	0.060341	0
Crhbp	0.060307	0
Gm23804	0.060307	0
Tfap2a	0.060301	0
Ugt2b1	0.060254	0
Gm24951	0.060244	0
Gm28068	0.060143	0
Stra8	0.060143	0
Gm10369	0.060117	0
A730090N16Rik	0.060114	0
Rbbp8nl	0.06011	0
Gm26667	0.06011	0
Mir141	0.060097	0
Ccdc151	0.060085	0
6820408C15Rik	0.060085	0
Gm15207	0.060082	0
Gm28064	0.060064	0
Gm29642	0.060058	0
Gngt1	0.060056	0
Fscn2	0.060052	0
Gm9104	0.060032	0
RP23-129K6.1	0.060013	0
Gm26614	0.059998	0
Gm15789	0.059719	0
Sh2d2a	0.059695	0
Gm9435	0.059694	0
Rtbdn	0.059694	0
Masp2	0.059691	0
Clec4g	0.059691	0
Gm17224	0.059688	0
RP23-14P23.3	0.059688	0
Wnt9b	0.059688	0
Gm15936	0.059685	0
Gm3940	0.059558	0
Grin2c	0.059528	0
Gm13410	0.059447	0
Rpl27-ps2	0.059447	0
Gm17116	0.059377	0
Gm5177	0.059377	0
Rp1	0.059377	0
Gm12159	0.059342	0
Mettl5os	0.05931	0
Hapln3	0.059301	0
Ttc34	0.059301	0
Mmp27	0.059301	0
Gm16550	0.059298	0
Gm17455	0.059297	0
Gm23182	0.059291	0
Gm15063	0.059285	0
Slc1a7	0.059279	0
Gm16208	0.059277	0
Rps19-ps7	0.059276	0
Oaz3	0.059276	0
BB218582	0.059276	0
RP24-498P8.3	0.059249	0
Gm19412	0.059229	0
Ppp1r3fos	0.05922	0
RP23-25M19.2	0.059219	0
Ugt2b37	0.059219	0
Gm22888	0.05919	0
B430218F22Rik	0.059177	0
Dmrtc1a	0.059161	0
1110028F18Rik	0.059158	0
Gm13623	0.059156	0
Gm7672	0.059148	0
2410127L17Rik	0.059145	0
Sbk2	0.059143	0
Pgpep1l	0.059142	0
Gm5459	0.059139	0
Gm8034	0.059138	0
Gm13411	0.059138	0
Dok6	0.059128	0
Mir7688	0.059128	0
Gm8731	0.059113	0
Rpl31-ps16	0.059106	0
Gm16196	0.059101	0
Lrrc6	0.059095	0
1600015I10Rik	0.059093	0
Fhl4	0.059093	0
Drc7	0.059088	0
Gpr63	0.059086	0
2610028E06Rik	0.059084	0
Gm13670	0.059082	0
Gm5828	0.059075	0
B430319H21Rik	0.059069	0
1700007K09Rik	0.059037	0
Slc47a2	0.059036	0
Stfa1	0.05902	0
Gm13161	0.05902	0
Gm13186	0.059017	0
Nlrp3	0.058996	0
Gm13154	0.058987	0
Gm9157	0.058974	0
RP23-353G11.6	0.058925	0
Lilra6	0.058914	0
1520401A03Rik	0.058898	0
Klf14	0.058892	0
Krt4	0.05888	0
F420014N23Rik	0.058859	0
Gm25328	0.058844	0
Gm16160	0.058835	0
Gm6630	0.058806	0
Rnu1b6	0.058789	0
Foxn1	0.058768	0
Gm13622	0.058762	0
2610206C17Rik	0.058749	0
Gm16153	0.058722	0
Fam183b	0.058694	0
Alox8	0.058673	0
Lpar5	0.058672	0
Gm28710	0.058619	0
Gm15790	0.058561	0
Gm12013	0.058537	0
Krtdap	0.058525	0
Gm15902	0.058523	0
Gm6728	0.058519	0
Terc	0.058492	0
Gm13261	0.058451	0
A630033H20Rik	0.058446	0
RP23-415C3.8	0.058417	0
Gm15648	0.058373	0
Wnt7b	0.058359	0
Ddx43	0.058314	0
Cxcl9	0.058269	0
Zfp697	0.058207	0
Gpr37	0.05804	0
E130309D14Rik	0.05782	0
RP23-21P2.6	0.057819	0
Gm18981	0.057734	0
Snora15	0.057701	0
Ccl8	0.057572	0
3110007F17Rik	0.057509	0
Gm28588	0.057137	0
1700067G17Rik	0.057098	0
Gm11636	0.056601	0
Alkbh2	0.056348	0
Padi1	0.056193	0
1700122E12Rik	0.056015	0
2210417A02Rik	0.055859	0
Rccd1	0.055859	0
Dapl1	0.055818	0
Rbm44	0.055729	0
Spink2	0.055649	0
Fam13c	0.055147	0
Dmrta2	0.055053	0
Gm10180	0.054966	0
Tfr2	0.054895	0
Gm19325	0.054871	0
Sphkap	0.054718	0
Gm12481	0.054691	0
Ecel1	0.054357	0
Gm3248	0.054319	0
Gm25500	0.054047	0
C920021L13Rik	0.053977	0
Card11	0.053887	0
Cysltr2	0.053651	0
Gm22738	0.053641	0
Gm5387	0.053543	0
RP24-114E18.7	0.053521	0
RP23-445K23.6	0.05336	0
Rps6-ps3	0.053239	0
Ctsk	0.053105	0
Psg18	0.052816	0
6430531B16Rik	0.052384	0
Tnmd	0.052145	0
Mtbp	0.052082	0
Zfp119a	0.052066	0
Gm12406	0.051849	0
Ppp4r4	0.051843	0
Has2	0.051579	0
Gm14830	0.051382	0
Gm7599	0.051379	0
Gm14966	0.050995	0
Sarnp	0.050661	0
Zfp930	0.050595	0
Gm23502	0.05049	0
RP24-69E21.4	0.050471	0
Gm20539	0.050257	0
4930519F09Rik	0.049973	0
Caln1	0.049959	0
Dnah5	0.04992	0
Vps37d	0.049537	0
Fzd6	0.049292	0
1700056N10Rik	0.04905	0
Grhl1	0.048717	0
A530017D24Rik	0.04867	0
Gm15056	0.048607	0
Ttr	0.04821	0
Gm24455	0.047809	0
Gm12184	0.047604	0
Gm27046	0.047483	0
Sash3	0.047469	0
Hpn	0.047461	0
Fam155a	0.047455	0
Nyx	0.047336	0
Fbxl6	0.047281	0
1500026H17Rik	0.047231	0
Dhrs2	0.04721	0
Slc35g2	0.046945	0
Lst1	0.046867	0
Rps24-ps2	0.046656	0
Nptx1	0.046605	0
Gpr171	0.046451	0
Wt1	0.046385	0
I830012O16Rik	0.046254	0
Gm10698	0.046195	0
4930581F22Rik	0.046164	0
Rpl18-ps2	0.046038	0
RP23-383N15.1	0.045502	0
4933429H19Rik	0.04519	0
AF529169	0.045163	0
Gm12338	0.045141	0
Kntc1	0.04509	0
Tspan11	0.045065	0
Gsdmc2	0.04497	0
Idi1	0.04495	0
Ankrd13b	0.04491	0
mt-Tl2	0.044884	0
Cnih2	0.044854	0
Tdrd1	0.044679	0
Inhba	0.044641	0
Kifc1	0.044601	0
Gm26779	0.044591	0
Hvcn1	0.044362	0
Srrm3	0.044239	0
Gm26109	0.04422	0
Pcdhga4	0.04397	0
Gm12669	0.043951	0
Hba-a2	0.043805	0
Galnt16	0.043345	0
B3gat1	0.043238	0
Parvb	0.043218	0
RP23-175G2.3	0.043217	0
Gm15677	0.042957	0
Gm20696	0.042919	0
Cd274	0.042708	0
Galntl6	0.04254	0
BC037032	0.042241	0
RP24-142E6.3	0.042222	0
Paip2b	0.04204	0
D430019H16Rik	0.041949	0
RP24-496O17.2	0.041901	0
Fmo4	0.041852	0
Frem2	0.041759	0
Cyth1	0.041653	0
RP23-152O2.3	0.041552	0
Cep97	0.041529	0
Gm7676	0.041461	0
Saa3	0.041293	0
RP24-142E6.4	0.041269	0
1700040L02Rik	0.041043	0
Gm12799	0.041028	0
Gm8337	0.041004	0
Nyap2	0.040925	0
RP24-282D16.4	0.040808	0
Hhatl	0.040408	0
Tmem138	0.040128	0
Cpb1	0.040045	0
Gm9828	0.039985	0
Rpl5	0.039924	0
Gm20498	0.039805	0
Nprl3	0.039675	0
Pigp	0.039513	0
Sult4a1	0.039395	0
Rmi1	0.038876	0
Pcdh8	0.038781	0
Exo1	0.038756	0
Amacr	0.038698	0
K230010J24Rik	0.038575	0
Uxt	0.038518	0
Bmp5	0.038474	0
Kazald1	0.038342	0
Gm9530	0.03834	0
Rassf9	0.038304	0
RP23-393G10.4	0.038089	0
2310040G07Rik	0.037944	0
Kcnmb4	0.03787	0
Gm14319	0.037843	0
Hirip3	0.037792	0
Tmem253	0.037665	0
Gng13	0.037637	0
Bin1	0.037506	0
Prkcb	0.037435	0
Rpl10a	0.037276	0
Gm13932	0.037013	0
Papln	0.036573	0
Gm12020	0.036422	0
Sugct	0.036015	0
Fam219a	0.035857	0
Poli	0.035799	0
Cux2	0.035789	0
Gm10053	0.035664	0
Ankle1	0.035629	0
Gm10638	0.035622	0
Sema3f	0.035433	0
Zfp770	0.035346	0
Gm10169	0.035302	0
Gfm1	0.035295	0
Muc1	0.035247	0
Smcr8	0.035195	0
Pirb	0.035157	0
Lppr3	0.035108	0
Rnd1	0.035086	0
Fam96b	0.035077	0
Bean1	0.035039	0
Enho	0.034801	0
Gm4258	0.034749	0
Smarcd3	0.034747	0
9130410C08Rik	0.034644	0
Gtf2h4	0.034583	0
Hist3h2bb-ps	0.03455	0
Ampd2	0.034458	0
Gatsl2	0.03365	0
Unc5c	0.033392	0
Cd9	0.033283	0
Gal3st1	0.033194	0
Snhg9	0.033088	0
Gm24727	0.03298	0
Gm13610	0.032926	0
Gulo	0.032872	0
Srrd	0.032858	0
Itpripl1	0.032817	0
Fcer2a	0.032808	0
Lrp5	0.032797	0
Fam118a	0.032731	0
Prdm4	0.032683	0
Snapc4	0.032668	0
Robo4	0.032397	0
Slc27a4	0.032259	0
Kbtbd7	0.032246	0
RP24-485J8.3	0.032184	0
Tdrd3	0.032153	0
Scgb1a1	0.032122	0
Ctbs	0.032058	0
Cntfr	0.031955	0
Ndufb3	0.031634	0
M1ap	0.031616	0
Teddm2	0.031608	0
Hhip	0.031478	0
8430429K09Rik	0.031375	0
Gsg2	0.031311	0
Rufy2	0.03124	0
Tvp23a	0.031209	0
Plxnc1	0.031024	0
Foxo6	0.030957	0
Tmx4	0.030888	0
Cd96	0.030645	0
Cela1	0.030559	0
Snx24	0.030532	0
Proca1	0.030436	0
Gm6587	0.0304	0
Wdr86	0.03038	0
Ythdc2	0.030272	0
9330159N05Rik	0.030266	0
Zfp747	0.030198	0
6820431F20Rik	0.030194	0
RP23-446D4.7	0.030147	0
Gm6419	0.030001	0
Rps10-ps2	0.029907	0
Gm14963	0.029889	0
Gm11970	0.029832	0
Gm4737	0.029589	0
Ebi3	0.029576	0
Gm12222	0.029543	0
Spats1	0.029534	0
Dclk2	0.029489	0
Cenpn	0.02946	0
2810408A11Rik	0.029447	0
Zfp715	0.029388	0
Vipr2	0.029341	0
Zfp850	0.02903	0
Sh2d5	0.028989	0
Zfhx2	0.028978	0
Gid8	0.028888	0
Med29	0.028672	0
Xxylt1	0.028552	0
Ccr4	0.0285	0
Gm15473	0.028495	0
AK129341	0.028372	0
2510046G10Rik	0.028311	0
Ms4a10	0.028154	0
Cdc42ep3	0.027854	0
Rrp12	0.027846	0
Emc9	0.027842	0
Aplf	0.027812	0
Sema3a	0.027652	0
Gm16701	0.027574	0
1810043G02Rik	0.027565	0
Cul2	0.027342	0
P2rx6	0.02724	0
Nup210	0.027207	0
Gm5595	0.027153	0
Ppap2a	0.027109	0
Lgr5	0.027108	0
Wdr62	0.026974	0
Rpusd3	0.026934	0
Lrrc49	0.026843	0
Gm8885	0.026842	0
Tmx2	0.02678	0
Ptpn9	0.026756	0
4930583K01Rik	0.026551	0
Gm25832	0.026494	0
Uox	0.026489	0
Lynx1	0.026411	0
Snx20	0.026369	0
Hist1h2br	0.026272	0
3110057O12Rik	0.026199	0
Cby1	0.026133	0
Cytl1	0.026129	0
Med22	0.026086	0
Pea15a	0.026043	0
2310058D17Rik	0.026007	0
Pex11g	0.025954	0
Resp18	0.025945	0
Eif3s6-ps1	0.025913	0
Gm13378	0.02588	0
Elk4	0.025671	0
Slx4ip	0.025552	0
Gm15318	0.025507	0
1600014C10Rik	0.025401	0
Dio1	0.025334	0
1110018N20Rik	0.025302	0
St8sia3	0.025199	0
Tmem181b-ps	0.025175	0
1810008I18Rik	0.025165	0
Cinp	0.025162	0
Pnpla7	0.025086	0
4930412M03Rik	0.025016	0
Cyb5r1	0.024953	0
Ccnk	0.024949	0
Itpkc	0.024947	0
Ppp2r2c	0.024862	0
a	0.024781	0
Bcat2	0.024777	0
Mplkip	0.024733	0
Snai3	0.024683	0
Plbd1	0.024669	0
Bbs4	0.024668	0
Spag7	0.024495	0
Atf4	0.02444	0
Gabarapl2	0.02441	0
Kdr	0.024359	0
1700018A04Rik	0.02427	0
Itgal	0.024111	0
Gm6341	0.024076	0
Traj18	0.024068	0
Aspg	0.024014	0
Vwf	0.023913	0
Ucp2	0.023882	0
Gm12760	0.023794	0
Rsrp1	0.023735	0
BC029214	0.023705	0
Uty	0.023683	0
Mrpl4	0.02368	0
Rps3a3	0.023676	0
Igkj4	0.023642	0
Lrrc16a	0.023583	0
Gpc1	0.023506	0
Gdap10	0.023503	0
Rab5b	0.023431	0
Sec61a2	0.023407	0
Rpp25	0.023385	0
Gm15952	0.023365	0
Chd1l	0.023285	0
Dpysl3	0.023271	0
Dclk1	0.023244	0
Cep85l	0.023067	0
Tmem130	0.023002	0
Grip1	0.022925	0
Ablim2	0.022912	0
9530052E02Rik	0.022877	0
Gtf2f1	0.022853	0
Akirin1	0.022833	0
Paqr9	0.022807	0
Gpr160	0.022758	0
Cog1	0.022756	0
Slco1b2	0.022724	0
Cdc45	0.022661	0
Hsd17b13	0.022644	0
Rgs9bp	0.022634	0
Atp6v1f	0.022583	0
Tspan7	0.022561	0
Jmjd7	0.022557	0
Nckap1l	0.022515	0
Dnaaf3	0.022512	0
Gm16759	0.022466	0
A930005H10Rik	0.022449	0
Gnptab	0.022408	0
Fbxo10	0.022394	0
Incenp	0.02237	0
Usp37	0.022331	0
Tmed8	0.022297	0
Ckap5	0.022235	0
Cadm3	0.022215	0
Rab30	0.022208	0
Arhgef5	0.022074	0
Ranbp9	0.022049	0
Dnajc12	0.021973	0
Lrrc20	0.021962	0
Ahsg	0.021932	0
Gm26978	0.02184	0
Hcst	0.021829	0
Mgst1	0.021674	0
Haus1	0.021644	0
Adcy5	0.021501	0
Gm29156	0.021491	0
Ubr7	0.021467	0
Ankrd16	0.021306	0
Cxxc1	0.021266	0
Adck4	0.021237	0
Synpo2	0.021176	0
Grina	0.021164	0
Nt5e	0.021123	0
Zfp513	0.021102	0
Tmem219	0.021092	0
Zswim4	0.021047	0
Aldh1l1	0.020887	0
Creb5	0.020852	0
Fem1c	0.02083	0
3110040N11Rik	0.020736	0
Usp49	0.020673	0
Sgms1	0.020562	0
9030612E09Rik	0.020551	0
Ttf1	0.020545	0
Ptov1	0.020535	0
Gnas	0.020528	0
Dsn1	0.020511	0
Rab19	0.020467	0
Gm28791	0.02039	0
Lrrc26	0.020334	0
Gpr55	0.020291	0
Stard13	0.02029	0
Ypel3	0.020196	0
Plekha2	0.02019	0
Ubxn7	0.020164	0
Hcar2	0.020143	0
Sprr2b	0.020142	0
Lyrm1	0.020132	0
Arl5a	0.020022	0
Socs4	0.019988	0
Igbp1	0.019956	0
Ptpn14	0.019921	0
Gda	0.019834	0
Avpi1	0.019816	0
Iffo2	0.019797	0
Akna	0.019763	0
Asns	0.019691	0
Star	0.019674	0
Hnrnpa2b1	0.019559	0
Hecw2	0.019478	0
Fam120b	0.019446	0
Pcif1	0.01941	0
Nudc	0.01932	0
Ttc22	0.019309	0
Gm22714	0.019308	0
B230219D22Rik	0.019306	0
Cdkn2aip	0.019297	0
Napsa	0.019273	0
3110062M04Rik	0.019265	0
Ndst2	0.019187	0
Kpna6	0.019175	0
Dram2	0.019134	0
Pip4k2c	0.019133	0
Snord82	0.01912	0
Idnk	0.01911	0
Hadhb	0.019043	0
Nfyb	0.019003	0
Reps1	0.019003	0
Ezr	0.018974	0
Zfp46	0.018801	0
Gm23063	0.018746	0
Lactb	0.018744	0
Cherp	0.01872	0
4833418N02Rik	0.018716	0
Ncoa1	0.018708	0
Sass6	0.018708	0
Clcc1	0.018666	0
Sestd1	0.018605	0
Chdh	0.018461	0
Gan	0.018432	0
Dhcr24	0.018408	0
Krt78	0.018334	0
Adck2	0.018283	0
Cdk5rap3	0.018273	0
Impdh2	0.018239	0
Zfp451	0.018238	0
Fbxl18	0.018215	0
Os9	0.018189	0
Metrn	0.018144	0
Zbp1	0.018113	0
Rps23-ps2	0.018077	0
Dmtf1	0.017967	0
Synj2bp	0.017877	0
Taf5	0.01786	0
Khsrp	0.01784	0
Tfg	0.017815	0
Mad2l1	0.01781	0
Ikzf1	0.017786	0
Trak1	0.017739	0
Nipsnap1	0.017639	0
RP24-429G21.7	0.017525	0
Trpm7	0.017497	0
Bub3	0.017466	0
Zfp592	0.017453	0
Urah	0.017453	0
Hadha	0.017452	0
Pdik1l	0.0174	0
Mblac1	0.017368	0
Fam179b	0.017358	0
Cask	0.017353	0
Maml3	0.017345	0
Ggt6	0.017272	0
Rasal3	0.017204	0
Angel1	0.01717	0
Kdsr	0.017136	0
Mdh1	0.017132	0
Kif1c	0.01712	0
Thoc5	0.017114	0
Btnl4	0.017089	0
Gstm5	0.017079	0
1810058I24Rik	0.016978	0
9430037G07Rik	0.016977	0
Faim	0.016966	0
Apba3	0.016949	0
Lamtor5	0.016873	0
Dph2	0.016836	0
Smpd3	0.016812	0
Mcf2l	0.016808	0
Tgfb1i1	0.016768	0
Eif1ad	0.016763	0
Fmn1	0.016736	0
Fam162a	0.016671	0
Mmp3	0.016653	0
Camk1g	0.016584	0
RP23-101N20.9	0.016575	0
Pde6d	0.016564	0
Lor	0.016545	0
Ifi27	0.016531	0
Adamts8	0.016522	0
Acadsb	0.016521	0
Cdc34	0.016487	0
Cadps	0.016442	0
Rab10	0.016416	0
Ctxn1	0.016383	0
Fam160a2	0.016354	0
Gm16589	0.016346	0
Ccdc157	0.016265	0
Prss36	0.016263	0
Mthfd1	0.016177	0
6330418K02Rik	0.016144	0
Plagl1	0.016144	0
Gad1-ps	0.01613	0
Clca1	0.016069	0
Jak1	0.016055	0
Mtch1	0.015941	0
Mrpl55	0.015924	0
Mrps24	0.01592	0
Trpc1	0.015767	0
Ctnnal1	0.015747	0
Zscan21	0.015738	0
Arid4a	0.01561	0
Tmed2	0.015593	0
Surf1	0.015589	0
Matn4	0.015426	0
Zdhhc18	0.015387	0
Nabp1	0.015323	0
Tbrg1	0.0153	0
Capzb	0.015286	0
Bsn	0.015283	0
Rbm47	0.015275	0
Gemin2	0.015255	0
Nfkbid	0.015233	0
Ap1g1	0.01521	0
Nmnat2	0.015206	0
Olfm3	0.015188	0
Mrpl35	0.015168	0
Galnt1	0.015135	0
Rmnd5a	0.015122	0
Adat1	0.015034	0
Mrpl16	0.015033	0
Dst	0.015024	0
Enthd2	0.014987	0
Tkt	0.014921	0
Acer3	0.014915	0
Ube2e1	0.014877	0
Toporsos	0.014858	0
S100a10	0.01485	0
Plk4	0.014847	0
Aldob	0.014803	0
Gm2000	0.014695	0
Mat2b	0.014633	0
Mgst3	0.014583	0
Myrip	0.014579	0
Dnase2a	0.014566	0
Pnck	0.014559	0
Fnbp1l	0.01449	0
Syt11	0.01449	0
Golga2	0.01448	0
Vps53	0.014463	0
Lrrc31	0.014416	0
Dnajc9	0.014358	0
Faf2	0.014357	0
Lrtm2	0.014353	0
Dhodh	0.014286	0
Tbl1x	0.014233	0
Ptms	0.014187	0
2610034B18Rik	0.014166	0
Myom2	0.014162	0
Gm15638	0.014127	0
Ube2l3	0.014115	0
Gars	0.014104	0
Olr1	0.014084	0
F2rl1	0.014078	0
Adamts7	0.014019	0
Cdc27	0.013978	0
Clk2	0.013902	0
Mtmr4	0.013898	0
Ecd	0.013888	0
4933426M11Rik	0.013871	0
Klf11	0.013817	0
Fbxl4	0.013754	0
Snrpa1	0.013753	0
Vps4a	0.01374	0
Arsb	0.013606	0
Serpinb1a	0.013604	0
Wdr37	0.013563	0
Gm10221	0.013483	0
Tbc1d9	0.013436	0
Kcne3	0.013435	0
Racgap1	0.013435	0
Serinc2	0.013413	0
Tmc7	0.013347	0
Ccdc124	0.013253	0
Ctnnd2	0.013213	0
Mad2l1bp	0.013152	0
Btrc	0.013089	0
Cdc73	0.013077	0
Bap1	0.012986	0
Cfap69	0.012946	0
Pbx2	0.012915	0
Usp7	0.012902	0
Sash1	0.012892	0
Stau2	0.012838	0
Taf1	0.012836	0
Fbxo38	0.012827	0
G6pc3	0.012756	0
Slc25a5	0.012742	0
Cadm1	0.012703	0
Ip6k2	0.012673	0
Srpr	0.012632	0
Smtn	0.012539	0
Rn7sk	0.012427	0
Lpar1	0.012402	0
Rpl4	0.012397	0
Med4	0.012391	0
Fastkd5	0.01238	0
Zhx2	0.012323	0
Myo1b	0.01231	0
Tyrobp	0.012298	0
Tab2	0.012277	0
Tmem199	0.012255	0
Plcd1	0.012235	0
Mrpl52	0.01223	0
Ablim1	0.012159	0
Tmx3	0.012059	0
Chtop	0.012055	0
Coro1c	0.012044	0
A330035P11Rik	0.012007	0
Mr1	0.011976	0
Tmem63a	0.011897	0
Rarres2	0.011785	0
Aamdc	0.011706	0
Rchy1	0.011682	0
Dnttip1	0.011667	0
Dhrs7	0.01164	0
Asb13	0.011586	0
Tmem182	0.011572	0
Fam104a	0.011529	0
Crtc3	0.011419	0
Vps18	0.011416	0
Gm20541	0.011373	0
Pdss1	0.011333	0
Atl3	0.011301	0
Grpel1	0.011245	0
Hist1h1c	0.011225	0
Vrk2	0.011186	0
Dock11	0.01114	0
Gpr180	0.011064	0
Il18	0.011012	0
Dffa	0.010995	0
Xrn2	0.010977	0
Atg16l1	0.010956	0
Sod1	0.010943	0
Ccdc3	0.010925	0
Cox7a2	0.010901	0
AV026068	0.010899	0
Man2b1	0.01085	0
Rps19	0.010734	0
Wwp2	0.010732	0
Atp6v1g2	0.010709	0
Zbtb7c	0.010668	0
Map3k4	0.01063	0
Mlxipl	0.010569	0
Ccdc107	0.010459	0
Ddx19a	0.010372	0
Polr2a	0.010348	0
Pkdrej	0.010345	0
Ercc6	0.010316	0
Ndufb11	0.010276	0
Noxa1	0.010239	0
1500015O10Rik	0.010135	0
Mns1	0.010135	0
Pdcd6	0.010083	0
Apaf1	0.010041	0
Tmem117	0.009991	0
Ncor2	0.00999	0
Chd1	0.009816	0
Lmna	0.009781	0
Mtcl1	0.00975	0
Iars	0.009743	0
Cxcr6	0.009517	0
Pole3	0.009474	0
Nsmf	0.009421	0
Parvg	0.009291	0
Mtmr14	0.009267	0
Fam92a	0.009255	0
Dctn3	0.009224	0
Cdc42	0.009201	0
Arl15	0.009175	0
Slc9a3r2	0.009122	0
Hsd17b10	0.009088	0
Hip1r	0.009045	0
Elp2	0.009041	0
Nr1h4	0.009027	0
Akap6	0.00901	0
Tln1	0.009004	0
Gm29427	0.009	0
Brca1	0.008996	0
Rasal1	0.008976	0
Slco2b1	0.008969	0
Myh9	0.00894	0
Cbx3	0.008937	0
Lrrc24	0.008874	0
Mitf	0.008843	0
Cox4i1	0.008842	0
Tspyl1	0.008778	0
Pdhb	0.008764	0
Pcp4	0.008745	0
Murc	0.008635	0
H2afj	0.00858	0
Cyp2c65	0.00856	0
mt-Nd5	0.008517	0
Ubfd1	0.008491	0
Taldo1	0.008469	0
Nfx1	0.008397	0
Psmd13	0.008385	0
Arhgdib	0.00831	0
Acaa2	0.008302	0
Arhgef25	0.008301	0
Ankrd13c	0.008292	0
Glb1	0.00813	0
Adi1	0.008128	0
Gna13	0.00806	0
Rab8a	0.008016	0
Arrb1	0.007946	0
Ap1ar	0.007943	0
Zfp277	0.007934	0
4833439L19Rik	0.007922	0
Ccz1	0.007909	0
Gopc	0.007832	0
Nprl2	0.007768	0
Srsf7	0.007737	0
Erc1	0.007716	0
Fam53b	0.007692	0
Nos1ap	0.007677	0
Entpd2	0.007643	0
Clpp	0.007609	0
Rer1	0.007592	0
Ptpdc1	0.007584	0
Prpf38b	0.007528	0
Slc9a9	0.007486	0
Slc35a2	0.007483	0
Kcnb2	0.007464	0
Taf1a	0.007458	0
Sf3b6	0.007365	0
Far1	0.007362	0
Rhoc	0.007358	0
Pcyt1a	0.007354	0
Nemf	0.007257	0
Zfc3h1	0.007256	0
Ptpn11	0.007246	0
Fdxacb1	0.007193	0
Slco4c1	0.007109	0
Diap2	0.007098	0
Klhdc7a	0.007035	0
Hgh1	0.006974	0
Evl	0.006966	0
Kremen1	0.006962	0
Cyyr1	0.006958	0
Acap3	0.006882	0
Hist1h4i	0.006725	0
Als2cl	0.006712	0
Spice1	0.006665	0
Proser2	0.006646	0
Trmt1	0.006597	0
Pdk2	0.006586	0
D6Wsu163e	0.00654	0
Gm10676	0.006536	0
Gm26533	0.006531	0
Cat	0.006485	0
Mrpl18	0.006378	0
Lat2	0.006372	0
Rbbp5	0.006311	0
Sulf1	0.006177	0
Bub1	0.006156	0
Tbc1d32	0.006142	0
Gli3	0.006137	0
Jph2	0.006078	0
Mipol1	0.006013	0
Gatc	0.006003	0
Msl1	0.005962	0
Atp8a1	0.005918	0
Gsdmc4	0.005881	0
Cdc42bpg	0.005858	0
Gm4189	0.005748	0
Chmp5	0.005726	0
Ptpn13	0.005725	0
Anapc10	0.005721	0
Tmem154	0.005641	0
Zcchc7	0.005573	0
Zfp867	0.005536	0
Esd	0.005492	0
Exoc1	0.005444	0
B9d2	0.005332	0
