	Log2(FC)	Log10(Adj. P-value)
Gm13771	0.308138	0.009094
RP24-566B6.4	-0.10933	0.009071
Eid1	-0.047799	0.009071
Gm13033	0.228182	0.009071
Gm12708	0.271871	0.009042
Fam19a5	0.066601	0.009024
Dph5	0.042519	0.008973
Agbl2	0.157384	0.008973
1700011H14Rik	-0.038727	0.008954
Snx17	0.039296	0.008895
Ngrn	-0.034253	0.008809
Nudt1	0.039824	0.008809
Fam72a	-0.152353	0.008793
Sec11c	0.030536	0.008793
Ctse	0.191036	0.008778
St3gal2	0.050835	0.008746
Ndufs8	0.029581	0.00855
Klhl18	0.054087	0.00855
Gm13886	0.109985	0.00855
RP23-56A7.4	0.231605	0.00855
Gm11512	0.283935	0.00855
Mrpl3	0.04318	0.008507
Tex40	-0.355078	0.008486
Heyl	-0.105921	0.008486
Bcl2l12	-0.097477	0.008486
Pdzd4	-0.084246	0.008486
Praf2	-0.057403	0.008486
Ears2	-0.046942	0.008486
Ccdc66	-0.044913	0.008486
Ppp1r11	-0.034486	0.008486
Mbtps1	-0.024588	0.008486
Papd5	0.026572	0.008486
Mul1	0.036135	0.008486
Kiz	0.048181	0.008486
Myocd	0.067988	0.008486
Cpne5	0.12615	0.008486
Zfp473	0.150677	0.008486
Sycp3	0.216187	0.008486
Gm24059	0.218211	0.008486
Fmr1nb	0.310285	0.008486
Wnt7b	-0.246046	0.008445
RP24-81A5.2	-0.175075	0.008445
Exoc8	0.033207	0.008445
Bloc1s1	0.082249	0.008445
Gm15506	0.255246	0.008445
Gm19224	0.371005	0.008445
Smim5	-0.068766	0.008399
Peli2	0.051799	0.008382
Ppp1r9a	0.0314	0.008321
Zswim5	0.055873	0.008321
Fam35a	0.058064	0.008321
Kmt2c	0.019609	0.00832
Pde4c	0.106982	0.00832
Nipal4	0.153724	0.00832
Slc26a1	-0.208273	0.00829
Atp13a2	0.044277	0.00829
Gtf2h4	0.061311	0.00829
Anxa11	-0.19831	0.008272
Prrc2b	-0.045229	0.008272
Snord83b	0.155398	0.008272
Gm13215	0.215921	0.008271
Ccdc85a	-0.131039	0.008234
Lipg	-0.104009	0.008234
Cdk19	0.034557	0.008234
Alox15	0.156873	0.008178
Tsfm	-0.04531	0.008056
Pdcl	-0.040109	0.008056
Hdgfrp2	-0.035611	0.008056
Mrpl17	-0.030836	0.008056
Cdip1	-0.030356	0.008056
Srsf3	0.028767	0.008056
AA465934	0.079597	0.008056
Fgf11	0.083666	0.008056
Cecr2	0.146865	0.008056
Zdhhc16	-0.049197	0.008056
Fam3a	-0.040723	0.008056
Map4k3	-0.038849	0.008056
Etfb	0.035586	0.008056
Cirbp	0.041775	0.008056
C3ar1	0.046763	0.008056
Pcdh12	0.149112	0.008056
Gm12655	0.258277	0.008056
Pkig	0.03017	0.007989
Ogg1	0.055207	0.007961
Mrps7	0.031835	0.007954
Tm9sf1	-0.06528	0.007938
Napg	-0.034073	0.007858
Mfn1	-0.030267	0.007858
Dnajc24	0.072096	0.007858
Kif3c	-0.110066	0.007847
Ccne2	-0.051267	0.007847
Dyrk2	-0.046284	0.007847
Smad7	-0.046061	0.007847
Rpa2	-0.043301	0.007847
Gba	-0.038164	0.007847
Gnl1	-0.03261	0.007847
Cox14	-0.021141	0.007847
Ecm2	0.045785	0.007847
Mex3a	0.076043	0.007847
Thsd7b	0.119147	0.007847
Cpxm1	0.156704	0.007847
Lrrc14	-0.034798	0.007722
Chd3	0.028533	0.007722
Gsg2	-0.068292	0.007705
Pabpc4	-0.030098	0.007705
Tfdp2	-0.02592	0.007705
Eif4g2	-0.024507	0.007705
Mdh1	0.029345	0.007705
Plekha5	0.030709	0.007705
Nat9	0.049415	0.007705
Prrt1	0.075635	0.007705
Cd69	0.13943	0.007705
C730036E19Rik	0.220824	0.007705
Gm26493	0.241051	0.007705
Resp18	0.055014	0.007658
Gtf2a1	0.039452	0.00763
Gm29322	0.103027	0.00763
Wdr33	-0.027929	0.007623
Spop	0.026372	0.007623
Map3k14	0.042969	0.007623
Gnai2	-0.024567	0.007592
Pwwp2b	0.049432	0.007592
Fam210a	0.029546	0.007558
Ina	-0.075385	0.007536
Extl2	0.041316	0.007536
Galnt18	0.120296	0.007536
Itgb3bp	0.0526	0.007514
Slc2a4	-0.036497	0.00747
8430419K02Rik	-0.15906	0.007443
F630028O10Rik	-0.103695	0.007443
Mal	-0.068302	0.007443
Ggact	0.033761	0.007443
Qpctl	0.077808	0.007443
Mmp20	0.091807	0.007443
4933407K13Rik	0.094046	0.007443
N4bp3	0.10848	0.007443
Ccdc67	-0.273901	0.007432
Gm15337	-0.229398	0.007432
Gpatch3	-0.096462	0.007432
Otud1	-0.071663	0.007432
Bard1	-0.067024	0.007432
Ovol2	-0.061436	0.007432
Snrpa	-0.059399	0.007432
Sgsh	-0.058679	0.007432
Fastk	-0.033792	0.007432
Bag4	-0.02965	0.007432
Eif1a	-0.02911	0.007432
Stxbp3a	-0.027927	0.007432
Rsbn1l	0.024295	0.007432
Erlec1	0.025496	0.007432
Ehmt1	0.028663	0.007432
Plvap	0.033043	0.007432
Pgap3	0.044303	0.007432
Fam219b	0.05474	0.007432
Tex30	0.058508	0.007432
Adcy3	0.062841	0.007432
Sft2d1	0.07236	0.007432
5430403G16Rik	0.087236	0.007432
Ap3s1	0.127691	0.007432
Gm5575	0.243449	0.007432
Hmgxb3	-0.052471	0.007336
Cpeb3	-0.042124	0.007336
Sephs2	0.057453	0.007336
Tox	0.034449	0.007274
Ccdc69	0.084854	0.007255
BC037032	-0.114276	0.007235
Gm25395	-0.112757	0.007235
Dennd4b	0.060565	0.007235
Trmt10c	0.065539	0.007235
Zgrf1	0.068494	0.007235
A730020E08Rik	0.099512	0.007235
Gm21807	-0.111822	0.007176
Ptp4a2	0.02151	0.007176
Slc4a11	-0.130568	0.007108
Snx12	-0.023191	0.007108
Klf5	-0.022993	0.007108
Txnrd1	-0.020269	0.007108
Piezo2	0.050285	0.007108
Tnnc2	0.204565	0.007108
Gm17315	0.240398	0.007108
Gm9027	0.359522	0.007108
RP24-172H5.1	-0.188528	0.007099
Kcnmb1	-0.053477	0.007099
Adcyap1r1	0.064442	0.007099
Eif2b3	-0.048934	0.007074
Synj2	-0.043251	0.007074
Tmem164	-0.029858	0.007074
Mrpl24	0.020849	0.007074
Il18r1	0.066882	0.007074
Xylt1	0.117176	0.007074
Cryba2	0.147129	0.007074
Adam2	0.218843	0.007074
1300017J02Rik	0.290792	0.007074
6330562C20Rik	-0.107786	0.006994
Hoxd8	-0.070901	0.006963
Fads6	0.119674	0.006963
Smc4	0.023168	0.006928
AI467606	-0.069065	0.00692
Il10	-0.19675	0.006915
Aicda	-0.166641	0.006915
Gm4887	-0.159838	0.006915
Ambp	-0.150922	0.006915
Tmco6	-0.150695	0.006915
BC094916	-0.148852	0.006915
Fam131a	-0.133627	0.006915
Susd3	-0.126358	0.006915
Gm9956	-0.118335	0.006915
Chst7	-0.116768	0.006915
Glrb	-0.116405	0.006915
Gm16072	-0.116242	0.006915
Atp1a3	-0.115922	0.006915
Scarna9	-0.109655	0.006915
Folr2	-0.1093	0.006915
Gm26652	-0.100614	0.006915
Ebf2	-0.097819	0.006915
Uggt2	-0.095251	0.006915
Gspt2	-0.094501	0.006915
Clec9a	-0.093193	0.006915
Lrr1	-0.090436	0.006915
RP23-16D16.12	-0.090342	0.006915
RP24-429G21.2	-0.09007	0.006915
Zbed3	-0.088312	0.006915
Zfp446	-0.075777	0.006915
Ckap2	-0.074614	0.006915
Zfp688	-0.066478	0.006915
Mctp2	-0.065349	0.006915
Tmem189	-0.062674	0.006915
Tctex1d2	-0.061371	0.006915
Acox2	-0.059754	0.006915
Gpr155	-0.057799	0.006915
Ttbk2	-0.056044	0.006915
Paics	-0.055428	0.006915
Pde1b	-0.05527	0.006915
Dtwd1	-0.054189	0.006915
Ube2e2	-0.054188	0.006915
Cnep1r1	-0.053963	0.006915
9130230L23Rik	-0.053771	0.006915
Cfh	-0.052605	0.006915
RP23-323H18.2	-0.052385	0.006915
Crem	-0.052028	0.006915
Mlf2	-0.051631	0.006915
Slc17a9	-0.049832	0.006915
Poc5	-0.049783	0.006915
Nfxl1	-0.048621	0.006915
Speg	-0.046388	0.006915
Mroh1	-0.045084	0.006915
Ints9	-0.044806	0.006915
Sfxn2	-0.043657	0.006915
Brd2	-0.039313	0.006915
Pcp4	-0.039285	0.006915
Dact2	-0.038111	0.006915
Usf2	-0.034042	0.006915
Gabpa	-0.033867	0.006915
Tug1	-0.033609	0.006915
Mrpl21	-0.030617	0.006915
Triap1	-0.02761	0.006915
Tomm7	-0.026966	0.006915
Mtmr12	-0.02685	0.006915
Agrn	-0.026393	0.006915
Rbm5	-0.025745	0.006915
P4hb	-0.024479	0.006915
Arhgef12	-0.024345	0.006915
Dld	-0.02372	0.006915
Tbl1x	-0.021707	0.006915
Mtfr1l	-0.021593	0.006915
Trim2	0.01573	0.006915
Tpm1	0.016292	0.006915
Ago2	0.019287	0.006915
Sf3b1	0.019428	0.006915
Ndufs4	0.021116	0.006915
Kdm2a	0.021156	0.006915
Tstd1	0.021433	0.006915
Sparcl1	0.021917	0.006915
Tspan1	0.023411	0.006915
Rexo2	0.024423	0.006915
Slmo2	0.024501	0.006915
Ago3	0.025215	0.006915
Psmb5	0.025573	0.006915
Ski	0.026112	0.006915
Stk38	0.026441	0.006915
Irf8	0.027323	0.006915
Ptges3	0.027387	0.006915
Zfp329	0.027418	0.006915
Myh14	0.027791	0.006915
Rtca	0.030008	0.006915
Lrrc40	0.030376	0.006915
Spred1	0.030583	0.006915
AI837181	0.030679	0.006915
Cables2	0.03149	0.006915
Ly6a	0.031516	0.006915
Nsun4	0.031708	0.006915
Copz1	0.033287	0.006915
Ankrd49	0.035334	0.006915
Inpp5b	0.035509	0.006915
Wbscr22	0.035555	0.006915
Nup155	0.035713	0.006915
2310039H08Rik	0.035842	0.006915
Dguok	0.036826	0.006915
Gne	0.037651	0.006915
Ifnar1	0.040357	0.006915
Madd	0.042095	0.006915
RP24-271M20.4	0.042936	0.006915
Gcfc2	0.043068	0.006915
Msr1	0.044175	0.006915
Zfp952	0.046747	0.006915
Ufsp1	0.046896	0.006915
Gpkow	0.048504	0.006915
Cyp20a1	0.04904	0.006915
Zfp606	0.049566	0.006915
Raly	0.050937	0.006915
Zdhhc14	0.051057	0.006915
Rftn1	0.052785	0.006915
Cc2d1a	0.05619	0.006915
Slc25a33	0.05638	0.006915
AL591003.1	0.059474	0.006915
Il15ra	0.059997	0.006915
Mylip	0.063241	0.006915
Tnfrsf19	0.066225	0.006915
Smyd5	0.066359	0.006915
Myl1	0.066955	0.006915
Lgals2	0.06921	0.006915
Inafm2	0.069329	0.006915
Zfp287	0.072074	0.006915
Zfp442	0.076449	0.006915
Ncf4	0.078323	0.006915
Rps6-ps3	0.079955	0.006915
P2ry13	0.080337	0.006915
Mxd3	0.080983	0.006915
Stx1a	0.083363	0.006915
Fat3	0.091454	0.006915
Gper1	0.094223	0.006915
Fam229b	0.096025	0.006915
Gm16418	0.096417	0.006915
Ccl11	0.101936	0.006915
C5ar1	0.106393	0.006915
Nap1l3	0.137273	0.006915
Gm6851	0.143119	0.006915
Gm12231	0.148015	0.006915
Txn-ps1	0.165644	0.006915
Zmynd10	0.185368	0.006915
Gm29670	0.192654	0.006915
Efcab9	0.204553	0.006915
Zfp82	0.204834	0.006915
Alppl2	0.204988	0.006915
Gm11970	0.20516	0.006915
RP23-469D21.5	0.205169	0.006915
4930486L24Rik	0.205304	0.006915
Hamp2	0.205818	0.006915
Rgs9bp	0.205834	0.006915
Gm15133	0.206383	0.006915
Gm15648	0.206438	0.006915
4930448D08Rik	0.206451	0.006915
Slc17a7	0.206487	0.006915
Gm14154	0.206506	0.006915
Gm26672	0.206531	0.006915
Gm11342	0.206563	0.006915
Otof	0.206576	0.006915
Nuggc	0.206596	0.006915
Gm29571	0.206602	0.006915
Gm15983	0.206643	0.006915
9330136K24Rik	0.206657	0.006915
Aire	0.206663	0.006915
Gm27572	0.206698	0.006915
Gm568	0.206699	0.006915
RP24-116C1.9	0.206699	0.006915
Gm10505	0.206724	0.006915
Serpina1a	0.206732	0.006915
Gpr63	0.206738	0.006915
Gm15745	0.206745	0.006915
Adam1a	0.206752	0.006915
Gm26964	0.206754	0.006915
Gm9967	0.20676	0.006915
Gm14109	0.206762	0.006915
Slc27a5	0.206764	0.006915
Svopl	0.206807	0.006915
Gm15559	0.206814	0.006915
Slco1c1	0.206816	0.006915
Enam	0.206831	0.006915
Gm5406	0.206842	0.006915
Gm6276	0.206863	0.006915
RP24-113A5.1	0.206863	0.006915
1810020O05Rik	0.20687	0.006915
Duox1	0.206872	0.006915
A930011G23Rik	0.206873	0.006915
Gm14412	0.206882	0.006915
Tekt5	0.206885	0.006915
Zglp1	0.206892	0.006915
Rps12-ps20	0.206912	0.006915
Gm15753	0.206924	0.006915
Gm25317	0.206932	0.006915
Gm12843	0.206945	0.006915
6030408B16Rik	0.207016	0.006915
Gm28710	0.207018	0.006915
AU020206	0.207038	0.006915
Klhl31	0.207044	0.006915
F930017D23Rik	0.20706	0.006915
2310007L24Rik	0.207097	0.006915
Gm15941	0.207101	0.006915
1700020N01Rik	0.207102	0.006915
Gm16352	0.207104	0.006915
Prok2	0.207152	0.006915
Irx5	0.207169	0.006915
Mir190a	0.20718	0.006915
RP24-153E5.1	0.207238	0.006915
Gm15261	0.207324	0.006915
RP23-211F21.1	0.207396	0.006915
Rpl23a-ps3	0.20747	0.006915
4930432K21Rik	0.207622	0.006915
Gm10033	0.210181	0.006915
A230059L01Rik	0.210574	0.006915
RP23-381K21.5	0.211081	0.006915
Gm24145	0.212986	0.006915
Gm20637	0.216754	0.006915
Gm20432	0.216891	0.006915
RP23-291L24.4	0.219864	0.006915
Adcyap1	0.225701	0.006915
C230066G23Rik	0.235636	0.006915
Gm29228	0.24323	0.006915
4732419C18Rik	0.243452	0.006915
Hoxa6	0.245499	0.006915
4930483J18Rik	0.253911	0.006915
Gm17733	0.280719	0.006915
5730507C01Rik	0.286649	0.006915
Zfyve26	-0.037409	0.00689
Atp5g1	0.029801	0.00689
Tsr2	-0.045688	0.006855
Zfp532	0.043038	0.006734
Tctex1d4	0.202673	0.006734
Ulbp1	0.204237	0.006734
Pdia2	-0.253145	0.00673
Gm13009	0.225571	0.00673
Fan1	0.079148	0.006714
Fdxacb1	-0.050816	0.006707
9430091E24Rik	0.152802	0.006707
Gm10029	0.217647	0.006707
Gm10240	-0.114772	0.006707
Cd300ld	-0.079236	0.006707
4933431E20Rik	-0.043892	0.006707
Cdc20	-0.036159	0.006707
Smim22	0.029176	0.006707
Mpdz	0.047224	0.006707
Zfp39	0.088405	0.006707
Klhl35	0.203373	0.006707
Zfp128	0.205197	0.006707
Cd300c	0.31819	0.006682
Gm16062	0.203702	0.006666
Zbtb32	-0.13717	0.006663
Gm15417	-0.034681	0.006657
Aggf1	0.025255	0.006657
Nat6	0.036792	0.006657
Eif4ebp1	0.043209	0.006657
Tmem86b	0.054197	0.006657
PCDHGA9	0.210845	0.006657
Gm15551	0.218514	0.006657
Gm18737	0.284581	0.006657
Cfap52	-0.227244	0.006617
Zfpm2	-0.13572	0.006617
Dclre1a	-0.060338	0.006617
RP24-176F12.12	-0.059571	0.006617
Ubiad1	-0.049154	0.006617
Disp2	-0.043412	0.006617
Gm10443	-0.038144	0.006617
Trim44	-0.035513	0.006617
Blmh	-0.028962	0.006617
Hars	-0.028008	0.006617
mt-Co1	-0.025589	0.006617
Luc7l3	0.021112	0.006617
Mrpl18	0.021667	0.006617
Aars	0.023089	0.006617
Vti1b	0.024326	0.006617
Hps5	0.028284	0.006617
Clasrp	0.031152	0.006617
Mettl8	0.039177	0.006617
Cdc42ep1	0.0408	0.006617
Cyb561d2	0.051627	0.006617
Gm6640	0.108463	0.006617
RP23-381K3.4	0.112376	0.006617
Bmpr1b	0.133093	0.006617
Onecut2	0.133156	0.006617
Jag2	0.133185	0.006617
Ebf3	0.133189	0.006617
Gm26692	0.133458	0.006617
Gm25235	0.13365	0.006617
Gm8522	0.179352	0.006617
Mybpc2	0.197811	0.006617
Gm13010	0.199357	0.006617
Gm16301	0.200521	0.006617
Gm7535	0.20111	0.006617
Gm17108	0.215331	0.006617
Gm7452	0.295769	0.006617
Art4	-0.095613	0.006601
Tubb6	-0.053329	0.006601
Cbfa2t3	-0.029992	0.006601
Btg3	-0.138734	0.006593
Clec14a	0.062889	0.006593
Cxx1a	0.20302	0.006565
Plcg2	0.034261	0.006558
Cdh20	0.212807	0.006488
Robo2	-0.047854	0.006451
Tra2b	-0.022265	0.006451
Pddc1	0.043648	0.006451
Eif2s3y	-0.233013	0.006421
Gm14137	-0.22459	0.006421
Hrh3	-0.221393	0.006421
Gm24492	-0.21079	0.006421
Ngf	-0.207008	0.006421
Gm15940	-0.20542	0.006421
Gm16638	-0.201901	0.006421
Gm26869	-0.196767	0.006421
Zfp960	-0.193187	0.006421
Slit1	-0.19298	0.006421
Rps6ka2	-0.192608	0.006421
Gm5913	-0.192232	0.006421
Ctrb1	-0.188248	0.006421
Cml2	-0.186043	0.006421
RP23-334M10.7	-0.185783	0.006421
Gm17786	-0.1828	0.006421
Gm16302	-0.182728	0.006421
Gm16630	-0.182704	0.006421
Tnfrsf8	-0.182696	0.006421
1700011A15Rik	-0.182674	0.006421
Gm22135	-0.182666	0.006421
Gm17196	-0.182663	0.006421
BC100451	-0.182659	0.006421
Gm15793	-0.182658	0.006421
Gm15790	-0.182645	0.006421
Gm12311	-0.182627	0.006421
Gm3940	-0.182627	0.006421
Irx2	-0.182626	0.006421
A430072P03Rik	-0.182612	0.006421
Kirrel3	-0.182595	0.006421
Ucn2	-0.182549	0.006421
9030612E09Rik	-0.182534	0.006421
Gm14733	-0.182502	0.006421
4930550C14Rik	-0.182495	0.006421
Gm5511	-0.182484	0.006421
Igdcc3	-0.182479	0.006421
Gm7312	-0.182472	0.006421
Gm13935	-0.182423	0.006421
Gm16208	-0.182395	0.006421
1500002C15Rik	-0.182394	0.006421
Gm25008	-0.182386	0.006421
Gm12971	-0.182337	0.006421
Ido2	-0.182311	0.006421
Gm10687	-0.182282	0.006421
Defa-ps10	-0.182272	0.006421
1700020D05Rik	-0.182271	0.006421
Cabyr	-0.182269	0.006421
Defb6	-0.182266	0.006421
Gm7363	-0.182213	0.006421
Gm12159	-0.182199	0.006421
Rab9b	-0.182197	0.006421
Gm11223	-0.182191	0.006421
Ugt2b35	-0.182163	0.006421
Far2os2	-0.182159	0.006421
A930011O12Rik	-0.182128	0.006421
RP23-184I13.4	-0.182105	0.006421
Gm13622	-0.182034	0.006421
Lif	-0.181953	0.006421
Ghrhr	-0.181952	0.006421
Gm22663	-0.181855	0.006421
Calb1	-0.181742	0.006421
Serpinb6c	-0.180987	0.006421
Gm11525	-0.161422	0.006421
Slc5a4a	-0.157019	0.006421
Cyp4x1	-0.148398	0.006421
Zfp808	-0.145566	0.006421
Slc36a3os	-0.131422	0.006421
Frmpd1	-0.130547	0.006421
Syt15	-0.130501	0.006421
Gm26771	-0.126588	0.006421
Foxs1	-0.125875	0.006421
Gm166	-0.124403	0.006421
Lyrm7os	-0.12439	0.006421
Rgs22	-0.124141	0.006421
Gm13868	-0.124056	0.006421
Fndc4	-0.124028	0.006421
Zfp786	-0.122108	0.006421
Snhg6	-0.12075	0.006421
Unc13a	-0.115061	0.006421
Rims4	-0.105608	0.006421
Nthl1	-0.102251	0.006421
RP24-429G21.5	-0.097075	0.006421
Gemin6	-0.095655	0.006421
Tspyl3	-0.093554	0.006421
Il3ra	-0.088314	0.006421
Kif7	-0.087238	0.006421
Gm15536	-0.086352	0.006421
Gramd2	-0.085743	0.006421
Adamtsl3	-0.085645	0.006421
Hoxb2	-0.079841	0.006421
Flrt1	-0.075788	0.006421
Abcg1	-0.07448	0.006421
AV026068	-0.073365	0.006421
Dll1	-0.072619	0.006421
3222401L13Rik	-0.069894	0.006421
Arhgef9	-0.069385	0.006421
Dkk2	-0.068309	0.006421
Polr2d	-0.068237	0.006421
Tle6	-0.06605	0.006421
Fgd5	-0.06588	0.006421
Tmem120b	-0.063588	0.006421
Efna5	-0.05983	0.006421
Eldr	-0.05696	0.006421
Gorab	-0.05152	0.006421
Magohb	-0.047893	0.006421
Foxred1	-0.04538	0.006421
Plekhg1	-0.043566	0.006421
D630039A03Rik	-0.042695	0.006421
RP23-377G8.4	-0.042391	0.006421
B930041F14Rik	-0.041499	0.006421
Gtf2e1	-0.04084	0.006421
Espn	-0.0395	0.006421
Ndufaf6	-0.038795	0.006421
Hsdl1	-0.036898	0.006421
Clca3	-0.036323	0.006421
Mum1	-0.032585	0.006421
Slc25a13	-0.032059	0.006421
Acd	-0.031943	0.006421
C2cd3	-0.031747	0.006421
Lyrm4	-0.029894	0.006421
Cdk10	-0.029003	0.006421
Lsr	-0.028476	0.006421
Pole4	-0.028203	0.006421
Emd	-0.027756	0.006421
Pex16	-0.027684	0.006421
Scfd1	-0.02704	0.006421
Glrx2	-0.025285	0.006421
Ehf	-0.025252	0.006421
Vps4a	-0.025067	0.006421
Zmiz2	-0.024807	0.006421
Ankfy1	-0.024331	0.006421
Sox9	-0.023425	0.006421
Ppap2c	-0.023219	0.006421
Ube2b	-0.022455	0.006421
Pttg1	-0.021495	0.006421
Pak1	-0.020746	0.006421
Trappc10	-0.020391	0.006421
Ywhah	-0.01882	0.006421
Serinc3	0.020117	0.006421
Chfr	0.022975	0.006421
Kat6b	0.024697	0.006421
Hipk1	0.024993	0.006421
Rbpms2	0.025044	0.006421
Dnajc25	0.025369	0.006421
Bcl2l13	0.025373	0.006421
Usp8	0.025719	0.006421
Clk2	0.025806	0.006421
Trp53bp1	0.026534	0.006421
Jun	0.027196	0.006421
Hipk2	0.027319	0.006421
Elovl1	0.02808	0.006421
Zdhhc4	0.02851	0.006421
Bloc1s6	0.02868	0.006421
Uhrf2	0.029364	0.006421
Ptpn4	0.030355	0.006421
Dvl2	0.030447	0.006421
2210018M11Rik	0.031166	0.006421
Nudt5	0.034023	0.006421
Mdn1	0.036563	0.006421
Crybg3	0.037331	0.006421
Osbpl11	0.037421	0.006421
3110057O12Rik	0.037733	0.006421
Gdpd3	0.038184	0.006421
RP24-546N2.4	0.0409	0.006421
Fastkd5	0.042589	0.006421
Rnf157	0.047238	0.006421
Gm609	0.047883	0.006421
Klhl42	0.051562	0.006421
Hcar1	0.052161	0.006421
Ring1	0.052872	0.006421
Rps27a	0.057358	0.006421
Igdcc4	0.060993	0.006421
Brat1	0.06557	0.006421
Ptpn7	0.065741	0.006421
RP24-429G21.4	0.069088	0.006421
Hoxa4	0.07272	0.006421
Robo1	0.072799	0.006421
Gm20257	0.076373	0.006421
Haus7	0.082139	0.006421
Dok2	0.08287	0.006421
Amph	0.083251	0.006421
Pla1a	0.08566	0.006421
Rltpr	0.093005	0.006421
Snca	0.093898	0.006421
Gpr64	0.095659	0.006421
Zfp955a	0.095968	0.006421
Mark4	0.09597	0.006421
Gm5549	0.099415	0.006421
Nrip3	0.100616	0.006421
2310040G24Rik	0.104275	0.006421
Sprn	0.105362	0.006421
Vill	0.107547	0.006421
Scgb2b10	0.113017	0.006421
Htr4	0.118147	0.006421
Defa2	0.123056	0.006421
Zfp248	0.131503	0.006421
Drc1	0.145504	0.006421
Tas1r3	0.1576	0.006421
Gm12749	0.185179	0.006421
Csmd3	0.18995	0.006421
Tdo2	0.19029	0.006421
Lilra6	0.193094	0.006421
RP23-106N22.5	0.193714	0.006421
F630040K05Rik	0.193903	0.006421
Gm13479	0.19504	0.006421
Mt4	0.198156	0.006421
Rab11b-ps2	0.198195	0.006421
Col9a1	0.199201	0.006421
Rufy4	0.200398	0.006421
Gzmc	0.204919	0.006421
Akt2-ps	0.205306	0.006421
Gm7856	0.207484	0.006421
Rnf180	0.214578	0.006421
Gabra1	0.219864	0.006421
D430036J16Rik	0.222913	0.006421
Gml	0.230004	0.006421
Slc13a4	0.231841	0.006421
Gm20531	0.240238	0.006421
Gm7079	0.26154	0.006421
Gm7598	0.262767	0.006421
Gm23063	0.311847	0.006421
Spin2c	-0.150422	0.006407
Wac	0.025019	0.006406
4631405J19Rik	-0.182909	0.006358
Ch25h	-0.187782	0.006322
1600014C10Rik	-0.037622	0.006322
Pcsk2	0.087519	0.006322
Tnrc18	-0.032156	0.006227
Rps18-ps3	0.191952	0.006227
Gstcd	-0.045536	0.006201
Prss12	0.141278	0.006201
Stag1	-0.023422	0.0062
Lrrc4	-0.181862	0.006169
Gm10689	-0.180947	0.006045
Slc16a4	-0.180744	0.006045
Gm13611	-0.179049	0.006045
AC147266.1	-0.178358	0.006045
Wfdc18	-0.178103	0.006045
Gm26590	-0.176578	0.006045
Catsperg1	-0.145355	0.006045
9130401M01Rik	-0.13956	0.006045
Irg1	-0.139028	0.006045
Rfx6	-0.138989	0.006045
RP23-250G8.14	-0.138939	0.006045
Satl1	-0.138914	0.006045
Gm11539	-0.138859	0.006045
Gm5812	-0.138814	0.006045
4933422H20Rik	-0.138612	0.006045
C630016N16Rik	-0.124472	0.006045
Hmgn2	-0.110988	0.006045
Chrna1os	-0.097678	0.006045
Epg5	-0.054997	0.006045
Cwc22	-0.050219	0.006045
Nrm	-0.044368	0.006045
Rgs10	-0.029601	0.006045
Nvl	-0.022231	0.006045
Hnrnpab	0.015247	0.006045
Klf3	0.027871	0.006045
Clock	0.029612	0.006045
Rab6b	0.03458	0.006045
Tmem18	0.036302	0.006045
Osgep	0.036782	0.006045
Hgh1	0.045178	0.006045
Odc1	0.04582	0.006045
Cyp26b1	0.061596	0.006045
2310061J03Rik	0.069765	0.006045
Gpr162	0.082316	0.006045
Vegfc	0.095606	0.006045
Trpc2	0.125862	0.006045
Miat	0.129362	0.006045
Slc9a4	0.180242	0.006045
Gm11401	0.197014	0.006045
4930426I24Rik	0.202032	0.006045
B430219N15Rik	0.089996	0.006021
S1pr2	-0.05309	0.006012
Rpl10a-ps1	0.034972	0.006012
4930533D04Rik	0.264337	0.006012
RP23-412L18.1	-0.072209	0.006008
Gm12732	-0.189102	0.005947
Susd5	-0.179037	0.005947
Cadps	-0.066943	0.005947
Tab3	0.043194	0.005947
Klk14	0.246111	0.005947
Pnck	-0.047611	0.005917
Gm1866	-0.261123	0.005913
A330032B11Rik	-0.231151	0.005913
Uty	-0.207934	0.005913
Olfr287	-0.205962	0.005913
Gm14410	-0.198658	0.005913
Rpl34-ps1	-0.197027	0.005913
Disc1	-0.19638	0.005913
Gm23300	-0.194847	0.005913
Gm23114	-0.193619	0.005913
Gm3411	-0.191575	0.005913
RP24-97D20.2	-0.188814	0.005913
4930519F09Rik	-0.188329	0.005913
Dntt	-0.182956	0.005913
Il17b	-0.180667	0.005913
4930432B10Rik	-0.177523	0.005913
Ctf1	-0.177258	0.005913
Pak7	-0.175153	0.005913
D230022J07Rik	-0.172506	0.005913
RP24-388H6.6	-0.170532	0.005913
Gm8325	-0.169579	0.005913
Gm10224	-0.169514	0.005913
RP23-478K4.1	-0.166794	0.005913
Gpr98	-0.165994	0.005913
Spag4	-0.164516	0.005913
Tmem61	-0.163276	0.005913
RP23-87D8.2	-0.159079	0.005913
Gm5801	-0.157941	0.005913
A530072M11Rik	-0.150523	0.005913
Cntn2	-0.146938	0.005913
RP23-116P18.4	-0.146389	0.005913
RP24-366E11.2	-0.143963	0.005913
5830432E09Rik	-0.141211	0.005913
Sirt4	-0.14007	0.005913
D430018E03Rik	-0.139861	0.005913
Gm13789	-0.13919	0.005913
Gm25818	-0.138765	0.005913
Psg18	-0.136565	0.005913
Itih3	-0.129552	0.005913
Hcn4	-0.123794	0.005913
Lrfn5	-0.12314	0.005913
Fibcd1	-0.122928	0.005913
Trem1	-0.119017	0.005913
