	log2(fc)	log10(adj. p-value)
Spcs2	0.035568	0.022011
Ap3m1	0.037447	0.022011
BC021891	0.043456	0.022011
Rela	0.043919	0.022011
Lsm14b	0.044895	0.022011
Uvrag	0.047369	0.022011
Edem3	0.047426	0.022011
Tbc1d8	0.054345	0.022011
Ncapg	0.054893	0.022011
Kpna6	0.055658	0.022011
Alg14	0.057832	0.022011
Sh3yl1	0.062916	0.022011
Atpaf2	0.06456	0.022011
Flt4	0.065639	0.022011
Snapc2	0.066334	0.022011
Fas	0.073489	0.022011
Glb1l	0.082345	0.022011
Antxr2	0.090856	0.022011
Cxcl15	0.091778	0.022011
RP24-150H14.3	0.096461	0.022011
Ppp3cc	0.098078	0.022011
Notum	0.100409	0.022011
Pdzd4	0.106268	0.022011
Gpr156	0.116197	0.022011
Gm13675	0.118921	0.022011
4732490B19Rik	0.119144	0.022011
Snora68	0.119774	0.022011
Gm13005	0.127345	0.022011
Slc45a3	0.129755	0.022011
E230016K23Rik	0.129813	0.022011
Cacng4	0.13066	0.022011
Gng13	0.131563	0.022011
Gm16794	0.144657	0.022011
Klhl29	0.147502	0.022011
Hist1h2br	-0.088584	0.022009
Clvs2	0.112819	0.022009
Sval1	-0.290937	0.021984
Gm4994	-0.117111	0.021984
Gm22571	-0.088584	0.021984
Pln	0.050103	0.021984
Svep1	0.058235	0.021984
Alg9	0.062415	0.021984
RP23-256D19.3	-0.081931	0.021932
Gm14021	-0.104871	0.02188
Atrnl1	0.044556	0.02188
Avpr1a	-0.119802	0.021854
Gm24355	-0.089951	0.021854
2410004P03Rik	-0.157773	0.021842
Apol9a	-0.157418	0.021842
Gm16089	-0.146666	0.021842
Lyl1	-0.140086	0.021842
Pydc3	-0.13929	0.021842
Gm5292	-0.138083	0.021842
Neurog3	-0.137534	0.021842
Dcaf12l1	-0.136661	0.021842
Pacrg	-0.134375	0.021842
Rgs16	-0.133436	0.021842
Timp1	-0.132943	0.021842
Wnt2	-0.13116	0.021842
Lama1	-0.131128	0.021842
Rwdd1	-0.129637	0.021842
Sema5b	-0.129635	0.021842
Aarsd1	-0.12955	0.021842
Acot5	-0.126858	0.021842
Zfp526	-0.125042	0.021842
B3galt4	-0.122698	0.021842
9030622O22Rik	-0.122508	0.021842
Zfp213	-0.120946	0.021842
Aff2	-0.118437	0.021842
Rpl35a-ps4	-0.117506	0.021842
Wibg	-0.116842	0.021842
Rimbp2	-0.115249	0.021842
Zfp458	-0.114664	0.021842
Col9a1	-0.112905	0.021842
Mdga2	-0.10921	0.021842
A930033H14Rik	-0.108987	0.021842
4930430F08Rik	-0.108584	0.021842
Ascl4	-0.107764	0.021842
Trim69	-0.107217	0.021842
Clec4e	-0.105738	0.021842
Tdo2	-0.105557	0.021842
Necab2	-0.105557	0.021842
Gm5435	-0.105557	0.021842
Upk3bl	-0.101705	0.021842
Lmx1a	-0.097545	0.021842
Col26a1	-0.096028	0.021842
Osgin2	-0.095821	0.021842
Gbgt1	-0.095386	0.021842
RP24-286D13.2	-0.0939	0.021842
Gm26541	-0.093386	0.021842
Gpr112	-0.090149	0.021842
Clec4a4	-0.089047	0.021842
Klf17	-0.089047	0.021842
Nxf2	-0.088584	0.021842
Cckbr	-0.088584	0.021842
Mei4	-0.088584	0.021842
Smco3	-0.088584	0.021842
Ankrd34b	-0.088584	0.021842
Cyp2j5	-0.088584	0.021842
C330013J21Rik	-0.088584	0.021842
Haglr	-0.088584	0.021842
Gm12778	-0.088584	0.021842
Zcchc9-ps	-0.088584	0.021842
Gm12524	-0.088584	0.021842
8430436N08Rik	-0.088584	0.021842
Gm11592	-0.088584	0.021842
Gm15869	-0.088584	0.021842
Mir3082	-0.088584	0.021842
Sdc3	-0.08716	0.021842
Grid2ip	-0.086977	0.021842
Clhc1	-0.086977	0.021842
1700007K09Rik	-0.086977	0.021842
Gm5514	-0.086977	0.021842
Trank1	-0.086977	0.021842
Snord42b	-0.086977	0.021842
4833423E24Rik	-0.086977	0.021842
Gm11205	-0.086977	0.021842
A430108G06Rik	-0.086977	0.021842
Gm21917	-0.086977	0.021842
4930526L06Rik	-0.086977	0.021842
Gm26766	-0.086977	0.021842
Gm26583	-0.086977	0.021842
4930552P12Rik	-0.086977	0.021842
Gm29019	-0.086977	0.021842
RP24-372I24.5	-0.086977	0.021842
RP24-386D8.2	-0.086977	0.021842
RP24-75E15.5	-0.086977	0.021842
Rap1gap	-0.086851	0.021842
Ankrd55	-0.085881	0.021842
Srd5a2	-0.084139	0.021842
Gm13054	-0.084139	0.021842
Tnn	-0.082245	0.021842
Nudt15	-0.081931	0.021842
Mill2	-0.081931	0.021842
A730061H03Rik	-0.081931	0.021842
Mir351	-0.081931	0.021842
Gm26109	-0.081931	0.021842
Trdv4	-0.081931	0.021842
9430041J12Rik	-0.081931	0.021842
Gm15677	-0.081931	0.021842
Gm8034	-0.081931	0.021842
Gm21960	-0.081931	0.021842
Gm15936	-0.078981	0.021842
Foxk1	-0.078899	0.021842
Tsc2	-0.077944	0.021842
Masp2	-0.077649	0.021842
Sema7a	-0.075062	0.021842
Mbd4	-0.070787	0.021842
Fam219b	-0.070531	0.021842
Rps12	-0.06769	0.021842
Syt1	-0.061929	0.021842
Sigirr	-0.060173	0.021842
Fyn	-0.059849	0.021842
Abcc3	-0.059718	0.021842
Agmo	-0.056499	0.021842
Ptk6	-0.054741	0.021842
Tbc1d9	-0.05467	0.021842
Dus3l	-0.052401	0.021842
Cyth3	-0.050555	0.021842
Ptpn3	-0.050443	0.021842
Tmem159	-0.050185	0.021842
Fbxo6	-0.049002	0.021842
Wars	-0.047545	0.021842
Uba7	-0.047144	0.021842
Ace	-0.047038	0.021842
Cdr2	-0.04537	0.021842
Lrrc26	-0.045155	0.021842
Slc12a6	-0.044651	0.021842
Med15	-0.043346	0.021842
Anxa4	-0.041778	0.021842
Spr	-0.040477	0.021842
Atp5h	-0.039198	0.021842
Map1lc3a	-0.03896	0.021842
Ttyh3	-0.035521	0.021842
Tsc1	-0.035378	0.021842
B4galt6	-0.03312	0.021842
Phrf1	-0.032341	0.021842
Mbtd1	-0.032211	0.021842
Uqcr10	-0.031985	0.021842
Picalm	-0.031217	0.021842
Tagln2	-0.030454	0.021842
Setd5	-0.02949	0.021842
Arl2bp	-0.028831	0.021842
Lad1	-0.028367	0.021842
Sec63	-0.024974	0.021842
H3f3b	0.030789	0.021842
Lclat1	0.03213	0.021842
Ezr	0.035079	0.021842
Jak2	0.036065	0.021842
Synj1	0.036303	0.021842
Ubl4	0.038154	0.021842
Rbbp5	0.038657	0.021842
Arel1	0.040941	0.021842
Acot11	0.04127	0.021842
4930402H24Rik	0.042494	0.021842
Rufy3	0.044246	0.021842
Vhl	0.044857	0.021842
Pecam1	0.045343	0.021842
Nudt3	0.04561	0.021842
Exoc7	0.046027	0.021842
Cdk18	0.04638	0.021842
Atxn3	0.047377	0.021842
Aven	0.050159	0.021842
Usp5	0.05017	0.021842
Abcf3	0.051749	0.021842
Pdgfra	0.055034	0.021842
Syn2	0.059287	0.021842
Chsy1	0.060624	0.021842
AI747448	0.060659	0.021842
Cdk17	0.060843	0.021842
Zc3h10	0.063357	0.021842
Fbxl22	0.063919	0.021842
Rhbdf2	0.064236	0.021842
Ptpn21	0.0648	0.021842
Map3k3	0.065894	0.021842
Grk5	0.066134	0.021842
Actg1	0.069904	0.021842
Cntln	0.071325	0.021842
Piezo1	0.074509	0.021842
Papd7	0.077325	0.021842
Pms2	0.079612	0.021842
Gm26857	0.082494	0.021842
Piezo2	0.082548	0.021842
Phyhip	0.086109	0.021842
Gm23062	0.087176	0.021842
Cd72	0.088628	0.021842
RP23-393C3.4	0.090058	0.021842
Rpl36-ps3	0.090292	0.021842
Kcna2	0.090292	0.021842
Gm15503	0.090292	0.021842
Klhl6	0.090709	0.021842
Gm14038	0.091778	0.021842
Gm15927	0.091778	0.021842
C130046K22Rik	0.091778	0.021842
RP23-145F12.1	0.091778	0.021842
RP23-334M9.3	0.092689	0.021842
Gabrb2	0.09494	0.021842
Clec2g	0.096461	0.021842
Olfr1033	0.096461	0.021842
RP23-191P7.1	0.096461	0.021842
Serpina1d	0.096883	0.021842
D330023K18Rik	0.097422	0.021842
Serpinb5	0.098436	0.021842
Slc8a2	0.103258	0.021842
A430078G23Rik	0.105881	0.021842
RP23-293I7.1	0.105881	0.021842
Qrfp	0.106453	0.021842
Hist1h4a	0.106948	0.021842
Krt10	0.107598	0.021842
Galnt16	0.108554	0.021842
Rapgef5	0.109181	0.021842
Gm23442	0.111604	0.021842
Spata2l	0.113237	0.021842
Gm24616	0.113301	0.021842
Gm2237	0.11341	0.021842
Rnf112	0.117736	0.021842
H1fx	0.118227	0.021842
Gm13961	0.118291	0.021842
Cplx1	0.122537	0.021842
Rprd1a	0.122959	0.021842
Unc13a	0.123872	0.021842
Hmgcll1	0.124138	0.021842
Gm27184	0.12436	0.021842
Gm10676	0.125015	0.021842
Usp27x	0.125206	0.021842
Nox4	0.12871	0.021842
A230072C01Rik	0.129861	0.021842
Gm16546	0.129995	0.021842
Gm11945	0.134226	0.021842
Gm10643	0.135308	0.021842
Syngap1	0.141641	0.021842
Gm24924	0.141898	0.021842
Gm10320	0.147644	0.021842
Il10	-0.104442	0.021832
RP23-103B18.8	-0.086977	0.021832
C1ra	-0.046789	0.021832
Slc35b2	-0.046172	0.021832
Rbm14	0.044641	0.021832
Gm7694	0.101271	0.021832
4732419C18Rik	0.106182	0.021832
Dnm3os	0.115306	0.021832
Ttc5	0.115706	0.021832
Tmed8	-0.069547	0.021797
Tff2	-0.105557	0.021743
Serpina3k	-0.086977	0.021743
Fitm1	-0.081931	0.021743
Cdk11b	-0.033443	0.021743
Rps15a	0.028342	0.021743
Gm15800	0.042364	0.021743
Hic1	0.0635	0.021743
Amigo1	0.077457	0.021743
Gm26982	0.096523	0.021743
Tulp2	0.106948	0.021743
Kcnj14	0.107401	0.021743
Gm11437	0.112992	0.021743
Gm19557	0.113409	0.021743
Gm18981	0.116233	0.021743
Il22ra1	0.11794	0.021743
Cbln2	0.120387	0.021743
Batf	0.127175	0.021743
Mthfr	-0.109686	0.0217
Gspt2	-0.105564	0.021685
RP24-288J3.2	-0.086977	0.021685
Klra3	-0.077649	0.021685
Gm13772	-0.077649	0.021685
Dnph1	-0.076388	0.021685
Dnaja4	-0.071289	0.021685
Msr1	0.053531	0.021685
Arrdc4	0.071104	0.021685
Arl5c	0.124642	0.021685
Gpn3	-0.149317	0.021672
Gm15737	-0.133392	0.021672
Gm26736	-0.117841	0.021672
Nek5	-0.116059	0.021672
Gm29459	-0.109623	0.021672
Phex	-0.109265	0.021672
Dhh	-0.109203	0.021672
BC106179	-0.107487	0.021672
Gm15376	-0.105557	0.021672
Gm15547	-0.103096	0.021672
Hist1h2be	-0.094284	0.021672
9830107B12Rik	-0.093676	0.021672
Gm20109	-0.092897	0.021672
Gm7618	-0.092554	0.021672
Psma8	-0.090615	0.021672
Popdc3	-0.088584	0.021672
Samd13	-0.088584	0.021672
Gm13315	-0.088584	0.021672
4930533D04Rik	-0.088584	0.021672
Fgf2	-0.086977	0.021672
Vstm2b	-0.086977	0.021672
Mir196a-1	-0.086977	0.021672
Ap3s1-ps2	-0.086977	0.021672
Patz1	-0.082711	0.021672
Slc26a8	-0.081931	0.021672
Dhx58os	-0.081931	0.021672
Gm23205	-0.081931	0.021672
Gm23412	-0.081931	0.021672
Mir7091	-0.081931	0.021672
RP23-389J8.2	-0.081931	0.021672
Ift22	-0.079028	0.021672
Trh	-0.077649	0.021672
Gm960	-0.077649	0.021672
2310002F09Rik	-0.077649	0.021672
Gpr65	-0.077447	0.021672
Rogdi	-0.074355	0.021672
Gm6265	-0.07196	0.021672
Sec22c	-0.058881	0.021672
Dnase2a	-0.057203	0.021672
Hfe	-0.056904	0.021672
Rps11	-0.054551	0.021672
Reps2	-0.05148	0.021672
Hsdl1	-0.049004	0.021672
Casp6	-0.045872	0.021672
Trappc11	-0.045691	0.021672
Max	-0.044096	0.021672
Gle1	-0.043143	0.021672
Mul1	-0.041837	0.021672
Birc2	-0.041119	0.021672
Nr5a2	-0.039526	0.021672
Mms19	-0.039229	0.021672
Ryk	-0.038733	0.021672
Stam2	-0.037966	0.021672
Fam168a	-0.037407	0.021672
Esf1	-0.032821	0.021672
Nap1l4	-0.031014	0.021672
Lztr1	-0.030488	0.021672
Ssu72	-0.029271	0.021672
Wasf2	-0.025435	0.021672
Aldh9a1	-0.023007	0.021672
Surf4	-0.022244	0.021672
Phip	0.023813	0.021672
Cmas	0.024198	0.021672
Atp6v1e1	0.028828	0.021672
Bri3bp	0.036809	0.021672
Vopp1	0.038199	0.021672
Capn7	0.040253	0.021672
Uxs1	0.041017	0.021672
Jmjd8	0.042662	0.021672
Chmp6	0.043404	0.021672
Smarcc2	0.043796	0.021672
Alyref	0.0465	0.021672
Pdcd11	0.0481	0.021672
Nat6	0.04827	0.021672
Alad	0.048704	0.021672
Syde1	0.051782	0.021672
Llgl2	0.055647	0.021672
Shmt2	0.056821	0.021672
Siah1a	0.062469	0.021672
Me3	0.063285	0.021672
Heca	0.065535	0.021672
Wars2	0.068019	0.021672
Hapln3	0.074469	0.021672
Fbxo5	0.074848	0.021672
Gap43	0.08138	0.021672
Gm4221	0.087176	0.021672
Srpx	0.091263	0.021672
Sult4a1	0.094344	0.021672
Gm16253	0.09788	0.021672
Gm11488	0.09807	0.021672
Caprin2	0.10181	0.021672
8030462N17Rik	0.103304	0.021672
Gm21807	0.1067	0.021672
Polr2d	0.107319	0.021672
Ccdc177	0.107868	0.021672
Gml	0.108494	0.021672
Pcsk1n	0.109245	0.021672
Podxl2	0.111605	0.021672
Gm17250	0.112658	0.021672
Tmeff2	0.115448	0.021672
Hist2h3c2	0.116052	0.021672
Skida1	0.1169	0.021672
Baiap3	0.117824	0.021672
Paqr3	0.120269	0.021672
Csmd1	0.123464	0.021672
2010110K18Rik	0.126517	0.021672
Chd3os	0.126678	0.021672
Zfp119b	0.132304	0.021672
Gm4755	0.133199	0.021672
Cd209a	0.133204	0.021672
Hist1h1d	0.136629	0.021672
Gm336	-0.092609	0.021615
Mypopos	-0.086977	0.021605
Fzd8	-0.070821	0.021605
Fbxo4	0.050126	0.021605
S1pr3	0.123114	0.021605
Chst7	-0.113732	0.021573
Tubgcp6	0.072363	0.021554
Zswim4	-0.109513	0.021492
Gm20386	-0.090613	0.021492
Gp6	-0.077649	0.021492
Thbs2	-0.058594	0.021492
Man1a	0.0372	0.021492
Usp42	0.037378	0.021492
Trnt1	0.046694	0.021492
Gm29093	0.085953	0.021492
Zmat4	0.111429	0.021492
Ksr2	-0.132043	0.021471
Srp54b	-0.117072	0.021471
Gm973	-0.104922	0.021471
Gm4660	-0.077649	0.021471
Gm13493	0.091296	0.021471
Gm13380	0.107259	0.021471
Scgb3a1	-0.10064	0.021462
Rpl7a	0.055288	0.021462
Plxdc2	0.060208	0.021462
Cyp17a1	0.097113	0.021462
Nim1k	-0.110276	0.021433
Cfap52	-0.106379	0.021433
Pars2	-0.090766	0.021433
Ms4a12	-0.09072	0.021433
Gm694	-0.088584	0.021433
Spdya	-0.086977	0.021433
Gm11342	-0.086977	0.021433
AW047730	-0.081931	0.021433
RP23-275B16.1	-0.077914	0.021433
2810025M15Rik	-0.06447	0.021433
Zfp410	-0.052856	0.021433
Nckap5	-0.042045	0.021433
Cep63	-0.041175	0.021433
9030617O03Rik	-0.038496	0.021433
Tprn	-0.038233	0.021433
Pls3	-0.036731	0.021433
Upf1	-0.033037	0.021433
Setd3	-0.032903	0.021433
Rbfox2	0.030819	0.021433
Ctsl	0.037189	0.021433
Bop1	0.048323	0.021433
Camsap2	0.052047	0.021433
Sfn	0.053876	0.021433
Ccdc134	0.05927	0.021433
Slc7a6	0.062927	0.021433
Pirb	0.081034	0.021433
Gm17193	0.090058	0.021433
Ldlrad1	0.090292	0.021433
Gm26556	0.091778	0.021433
Eqtn	0.099218	0.021433
Gm156	0.100409	0.021433
Gm340	0.105746	0.021433
Gck	0.105881	0.021433
Aldh3a1	0.106948	0.021433
Oprl1	0.112995	0.021433
Snora21	0.11482	0.021433
Hist1h4n	0.1157	0.021433
Ptn	0.123214	0.021433
Bmp8b	-0.125704	0.021402
Tigd4	-0.103067	0.021402
Mettl5os	-0.083324	0.021402
Ighv1-47	-0.081931	0.021402
Bcar1	-0.063083	0.021402
Commd2	-0.048055	0.021402
Hs1bp3	0.06253	0.021402
Gm15998	0.122964	0.021402
Gfpt2	-0.127583	0.021373
Ubtd2	-0.112225	0.021373
Dynlt1a	-0.109634	0.021373
A830010M20Rik	-0.105014	0.021373
Podnl1	-0.091691	0.021373
Dynlrb2	-0.088584	0.021373
Gm14429	-0.088584	0.021373
RP24-441N3.3	-0.087797	0.021373
Gm7628	-0.086977	0.021373
Ccdc85b	-0.082566	0.021373
Rps6-ps2	-0.081931	0.021373
Pnck	-0.081523	0.021373
Gm15416	-0.075357	0.021373
Dnmt3b	-0.071896	0.021373
Rasd2	-0.067915	0.021373
Cdh11	-0.067548	0.021373
Frk	-0.031188	0.021373
Prkca	0.027467	0.021373
Krt18	0.03519	0.021373
Idnk	0.044043	0.021373
Mtx2	0.044391	0.021373
Lyrm5	0.055082	0.021373
Usp12	0.055867	0.021373
Polr3f	0.058577	0.021373
Adam19	0.0619	0.021373
Csn3	0.07052	0.021373
Tnfsf12	0.07831	0.021373
RP23-404K2.1	0.082494	0.021373
RP23-435E7.3	0.102225	0.021373
Trappc2	0.102347	0.021373
RP24-351P4.1	0.102958	0.021373
Bend6	0.118459	0.021373
Gm4258	0.12155	0.021373
Chil1	0.12495	0.021373
Pla2g10os	0.129703	0.021373
Kcnh3	0.155089	0.021373
Pcdhb7	-0.118567	0.021364
Gm6023	-0.117269	0.021364
Tlr6	-0.116496	0.021364
Gm4890	-0.114511	0.021364
Adam9	-0.113606	0.021364
Apoa2	-0.108872	0.021364
Peak1os	-0.106117	0.021364
Tmem200a	-0.104036	0.021364
E230025N22Rik	-0.103041	0.021364
Lgi4	-0.10272	0.021364
Gm13483	-0.097068	0.021364
Tekt1	-0.088584	0.021364
Ccno	-0.088584	0.021364
BC089491	-0.088584	0.021364
Tctex1d4	-0.088584	0.021364
Gm4810	-0.088584	0.021364
4933433G15Rik	-0.088584	0.021364
Gm24044	-0.086977	0.021364
Hpx	-0.083324	0.021364
1300017J02Rik	-0.081931	0.021364
Gm12791	-0.081931	0.021364
Gm12850	-0.081931	0.021364
Epha8	-0.077649	0.021364
Gm5544	-0.077649	0.021364
RP23-321A12.2	-0.071727	0.021364
Cdc6	-0.061076	0.021364
Rph3al	-0.059631	0.021364
Macrod1	-0.053731	0.021364
9430038I01Rik	-0.041468	0.021364
Copz1	-0.038969	0.021364
Fra10ac1	-0.038531	0.021364
Eif3d	-0.038308	0.021364
Ahcyl2	-0.036392	0.021364
Myof	-0.034173	0.021364
Etv3	-0.03304	0.021364
Tle3	-0.028625	0.021364
Gnai2	-0.028297	0.021364
Shoc2	-0.028077	0.021364
Rpl37	-0.027992	0.021364
Nol7	-0.024738	0.021364
Tex261	-0.022945	0.021364
Naca	-0.021132	0.021364
Arglu1	0.023342	0.021364
Srsf11	0.024792	0.021364
Xpo1	0.027428	0.021364
Cdc37l1	0.035086	0.021364
Tfrc	0.036881	0.021364
Slc38a9	0.0372	0.021364
Cotl1	0.038063	0.021364
Bola1	0.041796	0.021364
Strn	0.041941	0.021364
Golt1a	0.048656	0.021364
Mcoln2	0.053988	0.021364
Far1	0.062452	0.021364
Tmem129	0.064487	0.021364
Ltbp3	0.065347	0.021364
Trim66	0.072006	0.021364
Lingo3	0.074469	0.021364
Rpsa-ps4	0.074526	0.021364
Igkv8-30	0.079941	0.021364
Gm6679	0.079941	0.021364
Ccr4	0.081008	0.021364
Gm16136	0.082812	0.021364
Defb25	0.090292	0.021364
Hoxb1	0.090292	0.021364
Gm6788	0.090292	0.021364
Igdcc3	0.091778	0.021364
Neto2	0.092076	0.021364
Gm7799	0.094277	0.021364
9130011E15Rik	0.098806	0.021364
Nt5dc2	0.100798	0.021364
Kcnmb4os2	0.106474	0.021364
Efcab9	0.106948	0.021364
Cd48	0.108371	0.021364
Ccdc30	0.111943	0.021364
Gm10125	0.112268	0.021364
Gm20463	0.112971	0.021364
Haus7	0.11544	0.021364
RP23-32A8.1	0.116555	0.021364
Gm11532	0.117598	0.021364
Fut2	0.128449	0.021364
Zfp786	0.111615	0.021348
Glycam1	-0.13293	0.021342
Fmod	-0.127906	0.021342
Crispld1	-0.125024	0.021342
Pcdhb21	-0.120699	0.021342
Stamos	-0.120236	0.021342
Zfp677	-0.116526	0.021342
1700030C10Rik	-0.115744	0.021342
Kansl2	-0.113686	0.021342
A330009N23Rik	-0.110027	0.021342
Adora2b	-0.108572	0.021342
Mapk12	-0.107592	0.021342
Gm15860	-0.104405	0.021342
Gm13657	-0.104403	0.021342
0610040B10Rik	-0.102691	0.021342
Snai1	-0.102288	0.021342
Pitx2	-0.098904	0.021342
9230114K14Rik	-0.096595	0.021342
Gm20519	-0.096028	0.021342
Ly6i	-0.095166	0.021342
Nphp3	-0.094816	0.021342
Gm26810	-0.093386	0.021342
9230112E08Rik	-0.089089	0.021342
Bex2	-0.086735	0.021342
Gm13525	-0.081931	0.021342
Gas8	-0.080981	0.021342
Glra1	-0.077649	0.021342
Gm10406	-0.077649	0.021342
Rpl31-ps16	-0.077649	0.021342
Nhlh2	-0.075614	0.021342
Gm15210	-0.0745	0.021342
Sycp1	-0.071727	0.021342
Gm6969	-0.071727	0.021342
Ugt2a1	-0.070566	0.021342
Gm11989	-0.070566	0.021342
Gm27445	-0.070566	0.021342
A730090N16Rik	-0.069072	0.021342
1700024P16Rik	-0.063306	0.021342
P2ry6	-0.059352	0.021342
Aatk	-0.058244	0.021342
Surf2	-0.057539	0.021342
Smarcd1	-0.056602	0.021342
Bach2	-0.05424	0.021342
Sugp1	-0.050132	0.021342
Sqrdl	-0.048314	0.021342
Rpl18a	-0.045046	0.021342
Klhl21	-0.041441	0.021342
Defa22	-0.040601	0.021342
Acly	-0.03722	0.021342
Cnot6l	-0.036306	0.021342
Entpd5	-0.032085	0.021342
Muc13	-0.031483	0.021342
Strbp	-0.030298	0.021342
Appl1	-0.028347	0.021342
Cflar	-0.028059	0.021342
Ap2m1	-0.027892	0.021342
Alg5	0.026057	0.021342
Bod1l	0.027902	0.021342
Kctd10	0.028191	0.021342
Napa	0.02869	0.021342
Supt5	0.030343	0.021342
Kidins220	0.031091	0.021342
Rnf44	0.03198	0.021342
D17Wsu104e	0.03382	0.021342
Lrrc40	0.034943	0.021342
Ggt1	0.03942	0.021342
Grpel1	0.039756	0.021342
Smpd1	0.042718	0.021342
Dpy19l4	0.044171	0.021342
Wdr44	0.055571	0.021342
Gpr37l1	0.064362	0.021342
Arl16	0.065887	0.021342
Tmem53	0.071547	0.021342
Hgh1	0.071811	0.021342
Pola2	0.07408	0.021342
1500009C09Rik	0.074526	0.021342
Rps2-ps11	0.075955	0.021342
Gm13186	0.080637	0.021342
Dnah6	0.085536	0.021342
Gm8325	0.087176	0.021342
Trim61	0.087176	0.021342
Rpl17-ps5	0.089865	0.021342
Hist1h2bp	0.09435	0.021342
Gpr61	0.096461	0.021342
Tlr13	0.09652	0.021342
Amacr	0.098116	0.021342
Efr3b	0.098632	0.021342
Gm16143	0.100409	0.021342
Tnfrsf13c	0.103004	0.021342
Gm13777	0.108024	0.021342
Gm6457	0.108081	0.021342
RP23-473M13.2	0.108953	0.021342
Tmem26	0.110683	0.021342
Nell1	0.128218	0.021342
Snrpf	0.131653	0.021342
Zbtb3	-0.115681	0.021326
Zglp1	0.090292	0.021326
Ly6k	-0.134808	0.021326
Ephb6	-0.124235	0.021326
Eif1-ps1	-0.121002	0.021326
Rltpr	-0.119705	0.021326
Grm4	-0.118262	0.021326
RP24-88B13.7	-0.117814	0.021326
Oas1b	-0.11693	0.021326
RP23-268A12.1	-0.112083	0.021326
Eif5a2	-0.111627	0.021326
Gm18048	-0.110481	0.021326
Grin3a	-0.108752	0.021326
Gm6169	-0.108664	0.021326
Zfp955a	-0.10782	0.021326
Mcmdc2	-0.107539	0.021326
Pax6	-0.105347	0.021326
Garnl3	-0.101451	0.021326
Gm26513	-0.098969	0.021326
Snap91	-0.098956	0.021326
Rnase10	-0.098789	0.021326
Clca5	-0.09853	0.021326
Hipk4	-0.09853	0.021326
F2rl2	-0.09457	0.021326
Gm7867	-0.089047	0.021326
Ly6g6e	-0.088584	0.021326
Cbln1	-0.088584	0.021326
Kng2	-0.088584	0.021326
Gm26316	-0.088584	0.021326
Gm13443	-0.088584	0.021326
Gm12833	-0.088584	0.021326
Eif4ebp3	-0.088584	0.021326
Gm7895	-0.088584	0.021326
Rd3	-0.087218	0.021326
Ppbp	-0.086977	0.021326
Gm25193	-0.086977	0.021326
RP23-370F14.3	-0.084898	0.021326
Pnma3	-0.084479	0.021326
Gm11973	-0.083543	0.021326
4930506C21Rik	-0.083324	0.021326
RP23-53G15.1	-0.083269	0.021326
Serpina1a	-0.08245	0.021326
Ceacam16	-0.081931	0.021326
Cdh7	-0.081931	0.021326
Lyzl4	-0.081931	0.021326
Nek10	-0.081931	0.021326
Gm10069	-0.081931	0.021326
Gm13198	-0.081931	0.021326
RP24-390L20.5	-0.081931	0.021326
Ermard	-0.081118	0.021326
Fam195a	-0.078112	0.021326
Mc4r	-0.077649	0.021326
8030423F21Rik	-0.077649	0.021326
Gm24455	-0.077649	0.021326
Gm24447	-0.077649	0.021326
Gm29590	-0.077649	0.021326
RP23-21P2.7	-0.077649	0.021326
Ercc6l	-0.077341	0.021326
AC168977.1	-0.074128	0.021326
Trp53i13	-0.072889	0.021326
RP23-406J20.2	-0.071741	0.021326
Dusp15	-0.071727	0.021326
4931415C17Rik	-0.071727	0.021326
Gm26387	-0.071727	0.021326
Gm14494	-0.071727	0.021326
Gm5459	-0.070566	0.021326
Gm3830	-0.070566	0.021326
RP23-77A8.2	-0.070566	0.021326
Zscan22	-0.069811	0.021326
Gm15750	-0.069072	0.021326
Crebl2	-0.064779	0.021326
Upp1	-0.064773	0.021326
Cilp	-0.063227	0.021326
Jam2	-0.060964	0.021326
Stra13	-0.054283	0.021326
Parp16	-0.054162	0.021326
Plekhg3	-0.053303	0.021326
Tspan9	-0.05088	0.021326
Btbd7	-0.050769	0.021326
Prdx3	-0.050519	0.021326
Card10	-0.050364	0.021326
Napb	-0.049918	0.021326
Mdfic	-0.049355	0.021326
Rnf32	-0.048848	0.021326
B630005N14Rik	-0.046873	0.021326
Spats2	-0.045614	0.021326
Fxr2	-0.044449	0.021326
Blnk	-0.037222	0.021326
Cuta	-0.037203	0.021326
Ppp1r9a	-0.036534	0.021326
Cd97	-0.035605	0.021326
Tmem109	-0.035192	0.021326
Zdhhc3	-0.033985	0.021326
Cerk	-0.033458	0.021326
Tmcc1	-0.032906	0.021326
Ipo5	-0.032709	0.021326
Ptrf	-0.032493	0.021326
Tgm2	-0.03237	0.021326
Pip5k1a	-0.031902	0.021326
Arpc5l	-0.031403	0.021326
Capzb	-0.0313	0.021326
Safb2	-0.030801	0.021326
Tmem106a	-0.028178	0.021326
Ralbp1	-0.026378	0.021326
Rps20	-0.024791	0.021326
Shroom3	-0.024322	0.021326
Serinc3	-0.022522	0.021326
Vapb	-0.0211	0.021326
Ctnna1	0.022628	0.021326
Tsc22d1	0.024546	0.021326
Ccser2	0.027203	0.021326
Gns	0.028985	0.021326
Mpnd	0.030236	0.021326
Crip2	0.031537	0.021326
Fbxw7	0.032063	0.021326
Tmem39a	0.034767	0.021326
Poldip2	0.035918	0.021326
Dhfr	0.036921	0.021326
Pygb	0.037716	0.021326
St3gal4	0.03841	0.021326
Gm12942	0.039167	0.021326
