ACCESSION,DESCRIPTION,NORM_INTENSITY_1,NORM_INTENSITY_2,NORM_INTENSITY_3,NORM_INTENSITY_4,NORM_INTENSITY_5,NORM_INTENSITY_6,NORM_INTENSITY_7,NORM_INTENSITY_8,NORM_INTENSITY_9,NORM_INTENSITY_10,NORM_INTENSITY_11,NORM_INTENSITY_12,NORM_INTENSITY_13,NORM_INTENSITY_14,NORM_INTENSITY_15,NORM_INTENSITY_16,NORM_INTENSITY_17
H7BX01,"Dynamin-like 120 kDa protein, mitochondrial OS=Mus musculus OX=10090 GN=Opa1 PE=1 SV=1 ",55470586,1882115,2796698,2425825,2168622,3047277,5714230,6844189,633810,7571069,8949304,5019531,7310357,9611741,14047008,46427480,45782577
Q9R112,"Sulfide:quinone oxidoreductase, mitochondrial OS=Mus musculus OX=10090 GN=Sqor PE=1 SV=3 ",112718298,3769807,2640220,2554645,2170644,3100038,6490679,2071718,3709474,54391669,14619823,3753564,34066338,36709546,34265573,37699423,87903867
A0A1Y7VMW4,Alpha-actinin-2 (Fragment) OS=Mus musculus OX=10090 GN=Actn2 PE=1 SV=2 ,13976799,17939904,9224306,8873263,6351089,20633178,14663930,15249346,13068616,12192671,6041559,6752025,13781853,14219736,20006851,17481208,11044783
Q9R111,Guanine deaminase OS=Mus musculus OX=10090 GN=Gda PE=1 SV=1 ,338326018,322079448,122139944,422039776,680107356,237441865,157400050,113674579,491444425,433887346,174505414,612304623,192346105,492328850,138586633,185914756,412357326
O88342,WD repeat-containing protein 1 OS=Mus musculus OX=10090 GN=Wdr1 PE=1 SV=3 ,519764988,526879123,557268035,475021572,380162811,614657519,280801411,496505690,227463101,447006914,554654706,371901022,254909004,253921630,415482799,258901281,349323868
Q80XI3,Eukaryotic translation initiation factor 4 gamma 3 OS=Mus musculus OX=10090 GN=Eif4g3 PE=1 SV=2 ,2234691,2149232,989067,1688866,2114021,1440709,3155817,2799020,2467210,2039799,2453978,3063529,15603047,6175211,7293756,12560510,4322467
E9PVC6,Eukaryotic translation initiation factor 4 gamma 1 OS=Mus musculus OX=10090 GN=Eif4g1 PE=1 SV=1 ,9360506,16463095,6644987,23941723,26084524,17295943,29635951,35024927,15846378,10158527,10939571,15040062,18877650,5701663,785666,13258178,26038879
contaminant_GR78_MOUSE,owl|P20029| 78 KD GLUCOSE REGULATED PROTEIN PRECURSOR (GRP 78) (IMMUNOGLOBULIN... ,544532164,526599647,616653336,521120643,511673769,663632810,515650325,697245672,484339573,738113432,376606944,607131678,285289320,411789238,444003990,373928332,470683394
E9PVC5,Eukaryotic translation initiation factor 4 gamma 1 OS=Mus musculus OX=10090 GN=Eif4g1 PE=1 SV=1 ,9360506,16463095,6644987,23941723,26084524,17295943,29635951,35024927,15846378,10158527,10939571,15040062,18877650,5701663,785666,13258178,26038879
Q9JI95,CPN10-like protein OS=Mus musculus OX=10090 GN=Cpn10-rs1 PE=3 SV=1 ,106391167,62207391,96509000,107215553,229707486,84146798,41822623,23758952,122717734,137658195,56529694,102903131,214225986,27658013,48146908,280164534,106815408
Q9JI91,Alpha-actinin-2 OS=Mus musculus OX=10090 GN=Actn2 PE=1 SV=2 ,113693786,130886608,183980887,90577346,92510271,205644629,154115958,108990008,101094337,118177709,78814553,123701886,758571665,129796336,463218000,643075375,121643029
Q8VCI0,Phospholipase B-like 1 OS=Mus musculus OX=10090 GN=Plbd1 PE=1 SV=1 ,65188046,56867193,48282584,188032764,45544187,58700260,68776686,39601195,77802194,325345333,48538365,739891971,29231549,16507528,33070771,35466549,75824962
Q6P5A9,DiGeorge syndrome critical region gene 2 OS=Mus musculus OX=10090 GN=Dgcr2 PE=2 SV=1 ,64147691,106948889,56137275,145050622,125558267,62950438,113631901,44838713,118487142,129161604,12084361,51223918,44658699,16543285,36565032,22279704,74426084
Q64467,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific OS=Mus musculus OX=10090 GN=Gapdhs PE=1 SV=1 ",507401642,875705624,2157801090,404782747,876615554,668849953,310582682,935962913,695463566,297091688,201311572,241853140,312438830,483932826,289205394,946750818,405234871
Q148B1,"Cytochrome P450, family 2, subfamily c, polypeptide 65 OS=Mus musculus OX=10090 GN=Cyp2c65 PE=1 SV=1 ",6863656,2144613,3661805,3810977,4486471,5468243,730186,1543063,1687368,6658569,189168,3327594,2593093,3185009,2287418,1401076,2589306
Q8BJ42,Disks large-associated protein 2 OS=Mus musculus OX=10090 GN=Dlgap2 PE=1 SV=2 ,28787459,53085349,39568351,102662841,60466799,36051870,82089056,3861260,30207075,81475850,411363,50271161,8072490,3510315,3578372,9338251,45788362
Q99KR8,Plasma alpha-L-fucosidase OS=Mus musculus OX=10090 GN=Fuca2 PE=1 SV=1 ,14307922,31221135,36452412,34343878,31553607,5986465,39503876,35428011,42499082,18978182,19227531,26873433,45133393,7687055,15133639,6919948,7028813
Q99KR7,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial OS=Mus musculus OX=10090 GN=Ppif PE=1 SV=1 ",9058892,3759360,12973021,10367381,18714698,21238125,16141296,7905604,9485475,17143215,21547468,7116872,139352480,178502001,53205083,32422375,8557410
Q9D6F9,Tubulin beta-4A chain OS=Mus musculus OX=10090 GN=Tubb4a PE=1 SV=3 ,71866582,37215272,87330625,79156583,135199428,98192497,177103121,23699852,100802208,71945038,32843341,71653883,31559879,64940536,23318803,39815036,81016130
F6YHW2,Glutamyl aminopeptidase (Fragment) OS=Mus musculus OX=10090 GN=Enpep PE=1 SV=1 ,235768798,375788578,201155664,353547649,349704144,200092432,557205408,231632877,269495885,698286436,246260696,1202603100,380296520,630899277,334358028,494595077,372078213
E9Q0U7,Heat shock protein 105 kDa OS=Mus musculus OX=10090 GN=Hsph1 PE=1 SV=1 ,18765474,15661069,20786661,72360768,13311673,21067845,34485292,17055211,10296264,23953377,31023336,15825225,15182135,37580344,54491763,43681127,20302596
Q9R100,Cadherin-17 OS=Mus musculus OX=10090 GN=Cdh17 PE=1 SV=1 ,3492229636,2834831474,2395484496,3572209925,4162046164,2772470838,3070009779,1471299203,2975202722,2999281896,2508917207,3047344624,2323561255,3435540840,4945364954,5621721955,3633835890
Q9JHW9,Aldehyde dehydrogenase family 1 member A3 OS=Mus musculus OX=10090 GN=Aldh1a3 PE=1 SV=1 ,251613439,156160892,432646712,602326261,561327165,160365149,412160107,169357602,552278183,157170729,4743870987,109203520,563888705,673979243,104257727,682939888,403723539
P70124,Serpin B5 OS=Mus musculus OX=10090 GN=Serpinb5 PE=1 SV=1 ,120080270,64774889,57040779,83570305,61379559,63840058,55345558,11235365,72274411,64122898,151523737,101357531,67892939,72686448,115401514,117053991,110656261
E9Q0U1,26S proteasome non-ATPase regulatory subunit 13 OS=Mus musculus OX=10090 GN=Psmd13 PE=1 SV=1 ,78408690,13404446,54030943,47744046,110419535,32200627,68476751,14658850,62057119,54720321,2931094,60491791,29608331,14475216,16878911,15843799,58597439
Q8K2I4,Beta-mannosidase OS=Mus musculus OX=10090 GN=Manba PE=1 SV=1 ,7272157,10030621,7490542,8025000,12520940,8215301,12195283,25860600,12503365,5181979,82735927,6052792,32658976,103612864,24565544,139149523,8691817
Q9JHW2,Omega-amidase NIT2 OS=Mus musculus OX=10090 GN=Nit2 PE=1 SV=1 ,52862918,71204396,115954290,136693648,188741929,109658713,167378264,86495313,159523160,91200172,130746707,90290640,134028904,126702795,114543461,261581786,58366653
Q8VCH0,"3-ketoacyl-CoA thiolase B, peroxisomal OS=Mus musculus OX=10090 GN=Acaa1b PE=1 SV=1 ",1433144,1612378,2376288,13815594,1247925,5492766,4880772,2278208,2730447,3531207,108222,2770933,1042051,3977498,1291614,4176889,2674237
P40142,Transketolase OS=Mus musculus OX=10090 GN=Tkt PE=1 SV=1 ,1426698483,1388344403,1734739220,1375761166,842075147,2198576462,1076691995,1346724501,681427815,1134248144,666499743,1001593835,1503010438,1543681139,912869477,1590038130,1198386704
A0A0G2JGF7,Rho GTPase-activating protein 29 (Fragment) OS=Mus musculus OX=10090 GN=Arhgap29 PE=1 SV=1 ,20139688,19966424,22597795,34813670,38737966,13133506,26144393,20097984,31896485,19365290,5598652,21546116,499835,3893870,265555,3525207,19429472
J3QPS8,Eukaryotic translation initiation factor 5A-1 OS=Mus musculus OX=10090 GN=Eif5a PE=1 SV=1 ,21343748,11874142,37069305,15081690,12583768,17198847,4621805,30918058,20958857,9304373,10095081,33662200,1216743,15705048,9554636,1084228,20684396
P61458,Pterin-4-alpha-carbinolamine dehydratase OS=Mus musculus OX=10090 GN=Pcbd1 PE=1 SV=2 ,69907635,15571660,13929673,6212858,16801345,15009455,5571060,7271189,3901870,56569580,16971334,56412391,32297928,46721079,38968241,50495687,72665895
A2AI62,Hephaestin OS=Mus musculus OX=10090 GN=Heph PE=1 SV=1 ,37462674,25890799,23254386,26403438,42679732,22380996,48122728,14972145,27220745,22764860,9168847,48839945,38214076,12182811,29075782,66721833,43349993
Q3TS02,ATP-citrate synthase OS=Mus musculus OX=10090 GN=Acly PE=1 SV=1 ,72962993,57608264,66173576,103555957,50342126,49880917,65197552,58876919,71755986,43267398,300068437,34223682,229812077,397084746,414041805,474557353,82603750
Q6VH22,Intraflagellar transport protein 172 homolog OS=Mus musculus OX=10090 GN=Ift172 PE=1 SV=1 ,13108736,27093617,29951996,17478191,44218770,28158985,48308249,12307084,27889881,6880795,60877971,7339097,62526176,73034394,60384116,34911077,12877939
A0A0B4J1J7,Immunoglobulin heavy variable 1-82 OS=Mus musculus OX=10090 GN=Ighv1-82 PE=1 SV=1 ,59194084,52410605,54621450,57134434,166001901,54755553,56692774,62015279,65878748,62154585,46316547,81662893,161279987,312066265,130830620,52702182,64031563
Q9D091,GTPase NRas OS=Mus musculus OX=10090 GN=Nras PE=1 SV=1 ,4321401,4589144,5678409,5846942,9989162,5201331,4618718,704676,6046392,2886873,21783482,6699835,3559042,17591716,2498381,7640193,6407332
Q99KQ4,Nicotinamide phosphoribosyltransferase OS=Mus musculus OX=10090 GN=Nampt PE=1 SV=1 ,6158065,5496357,10359192,8115506,21023840,10626232,3892489,3093928,19149315,5044548,27138406,6020950,39500569,18821557,73387706,89883621,9560745
Q9R0N0,Galactokinase OS=Mus musculus OX=10090 GN=Galk1 PE=1 SV=2 ,19260238,35368450,9054672,25376111,9970997,8243939,12271411,16654153,7801032,11754202,9154783,19243388,10353188,14062663,6377551,22883500,12054880
A0A0B4J1J6,Immunoglobulin heavy variable 10-1 (Fragment) OS=Mus musculus OX=10090 GN=Ighv10-1 PE=4 SV=1 ,73215347,90803560,50050855,114286967,160693285,40585704,80376093,170333960,185754747,95729803,44421767,121279957,118474342,54424941,136845630,114187900,130765423
A0A0B4J1J5,Immunoglobulin heavy variable V9-3 (Fragment) OS=Mus musculus OX=10090 GN=Ighv9-3 PE=1 SV=1 ,44353233,74750538,77079388,83509945,128549931,62335997,51294855,60597784,65870761,129490392,2281980045,168413928,149905727,127204063,88163567,205411173,83398551
Q99L20,Glutathione S-transferase theta-3 OS=Mus musculus OX=10090 GN=Gstt3 PE=1 SV=1 ,32250864,16564161,58945079,63062952,56452537,47787645,23425389,23087317,52958677,18985670,4434211,17750604,12519143,7885923,18237882,15929622,20057096
A0A0B4J1J2,Immunoglobulin kappa chain variable 5-43 (Fragment) OS=Mus musculus OX=10090 GN=Igkv5-43 PE=1 SV=1 ,128237242,202279452,207018862,33074789,231476021,96889641,113907640,157396773,204276376,179955426,276899386,581864685,423030270,314887886,52150924,373821797,302047733
A0A0B4J1J1,Immunoglobulin kappa chain variable 5-45 (Fragment) OS=Mus musculus OX=10090 GN=Igkv5-45 PE=4 SV=1 ,53343374,117763339,116655691,20194936,181537939,75377823,45828714,98396384,166852927,141290776,206343863,294457433,200291819,273142136,21268337,241308867,171052636
Q9JI75,Ribosyldihydronicotinamide dehydrogenase [quinone] OS=Mus musculus OX=10090 GN=Nqo2 PE=1 SV=3 ,35405507,41263916,36600043,60144216,85741712,29598217,51773350,40186871,43754287,55205643,56543202,48179512,7987933,153485037,17898736,17865761,17924047
A0A0B4J1J0,Immunoglobulin kappa variable 4-50 (Fragment) OS=Mus musculus OX=10090 GN=Igkv4-50 PE=4 SV=1 ,10346274,55219251,11650785,21818991,3853273,11192556,39537502,19475867,5552230,7863595,8462378,5994383,9208534,18413539,37655468,15303547,9997364
P52787,Cobalamin binding intrinsic factor OS=Mus musculus OX=10090 GN=Cblif PE=2 SV=2 ,110636072,104461868,118136173,139452708,111561870,69605468,145309654,186219300,89764775,158946977,538178484,274379883,135472754,286411165,403009706,237638058,134031337
F6Y616,Polyadenylate-binding protein-interacting protein 1 OS=Mus musculus OX=10090 GN=Paip1 PE=1 SV=2 ,17535414,8359949,5893618,121479039,21131281,55140955,60468314,12745805,58723580,17401494,3751098,29290463,11222573,2756191,22363447,13338012,16810677
A0A0G2JGE7,Immunoglobulin kappa variable 4-86 (Fragment) OS=Mus musculus OX=10090 GN=Igkv4-86 PE=4 SV=1 ,10541432,5896347,6656328,8998120,8676183,6930694,19315544,3960910,2790528,11358898,653866,13784430,4543239,615852,5766360,6928000,11739500
Q9EPU0,Regulator of nonsense transcripts 1 OS=Mus musculus OX=10090 GN=Upf1 PE=1 SV=2 ,5126936,5235702,12322218,18573297,17455989,4421761,12448255,10165339,13530997,13376918,313445700,7221591,81233966,208242441,140691481,95000463,10379753
Q64442,Sorbitol dehydrogenase OS=Mus musculus OX=10090 GN=Sord PE=1 SV=3 ,101013490,94173797,102975482,96410271,206065064,113716200,126437026,196178719,158196292,132009592,154303692,113867905,100131089,181938443,184802778,121449246,140158279
Q9R0M5,Thiamin pyrophosphokinase 1 OS=Mus musculus OX=10090 GN=Tpk1 PE=1 SV=1 ,76787806,38882586,59933048,51975221,68649141,69577826,93455288,37610592,38668599,50703751,4744005,56862512,34228546,5361466,13079092,58743813,51361532
A0A1Y7VMT6,Endoplasmic reticulum aminopeptidase 1 (Fragment) OS=Mus musculus OX=10090 GN=Erap1 PE=1 SV=1 ,12551417,18790291,27982922,40856632,19706611,16455596,27352455,13777377,16451387,55740242,16772012,30678242,12990327,23367784,7844148,13000170,30055371
A0A0B4J1I9,Immunoglobulin kappa variable 4-55 (Fragment) OS=Mus musculus OX=10090 GN=Igkv4-55 PE=1 SV=1 ,941304500,357656677,61676812,211770872,119520895,132089758,460767724,68524201,1249160762,100123198,38068734,103007796,137955929,12491356,98195242,118628419,102058665
Q99KP6,Pre-mRNA-processing factor 19 OS=Mus musculus OX=10090 GN=Prpf19 PE=1 SV=1 ,21274158,22341727,19640277,139753822,65835119,25606884,43848103,12718647,69216738,23926905,102755414,18580391,229413999,152919640,108852303,169999199,18468436
A0A0B4J1I8,Immunoglobulin kappa variable 4-59 (Fragment) OS=Mus musculus OX=10090 GN=Igkv4-59 PE=4 SV=1 ,73616122,16312934,76718359,69678057,92607521,31783705,37520290,34235620,123709898,45160467,98801657,81848418,72247154,110729691,290074898,94946722,29396551
A0A0B4J1I7,Immunoglobulin kappa variable 4-68 (Fragment) OS=Mus musculus OX=10090 GN=Igkv4-68 PE=4 SV=1 ,8571266,2652533,2292063,8249543,49383,363155,1882096,653936,19480884,219726,33237,167387,52035,1081907,484602,926908,397809
Q8BVJ7,"PDZ and LIM domain 7, isoform CRA_f OS=Mus musculus OX=10090 GN=Pdlim7 PE=1 SV=1 ",12659738,20932277,11953198,10363168,18423520,29394929,52335264,12290528,25905511,21329740,2112320,79087961,13194992,1636421,8690044,11078237,28886172
A0A0B4J1I6,Immunoglobulin kappa variable 4-69 (Fragment) OS=Mus musculus OX=10090 GN=Igkv4-69 PE=4 SV=1 ,27201283,95307070,17072091,28344249,43419033,17331255,13114080,55127678,82636933,15161877,24485343,29791503,198147862,33806801,160142485,81876773,5587882
Q99L13,"3-hydroxyisobutyrate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Hibadh PE=1 SV=1 ",4884072,20971875,4793672,8210984,20464192,12507914,20152782,5145282,22753846,8801031,22418061,23391781,16441887,16047717,3462015,13771267,5444443
O88312,Anterior gradient protein 2 homolog OS=Mus musculus OX=10090 GN=Agr2 PE=1 SV=1 ,58872889,149747472,145171779,177205002,63612460,72627754,110666628,91274108,38836677,91813514,16557400,42737481,28950433,41549871,54985989,32497743,113810709
Q99KP3,Lambda-crystallin homolog OS=Mus musculus OX=10090 GN=Cryl1 PE=1 SV=3 ,203807401,302695483,169070602,189880395,156557199,216267415,138181450,227610753,110397277,135089342,532175104,99011088,202564838,499956397,289636930,356799393,180869117
A0A0B4J1I5,Immunoglobulin kappa chain variable 4-70 (Fragment) OS=Mus musculus OX=10090 GN=Igkv4-70 PE=4 SV=1 ,65705916,101886560,68047173,61699745,73539914,24446781,37220843,26943529,82624119,38369798,90661920,67045472,48591588,107449106,249752338,48234688,28752091
Q9Z277,Tyrosine-protein kinase BAZ1B OS=Mus musculus OX=10090 GN=Baz1b PE=1 SV=2 ,1010445825,2420661493,801711249,1367455151,1178915123,998126515,2033422728,928178276,3039818959,1282152847,2987521,1471692320,31980633,6995750,41989586,51054188,806392776
Q9JHU9,Inositol-3-phosphate synthase 1 OS=Mus musculus OX=10090 GN=Isyna1 PE=1 SV=1 ,189724936,260389132,154349756,151435983,23145867,168910522,27059005,207133036,101021924,144855523,69554717,105061588,8032883,59454173,27163763,20825980,123945917
A0A0B4J1I4,Immunoglobulin kappa chain variable 4-72 (Fragment) OS=Mus musculus OX=10090 GN=Igkv4-72 PE=4 SV=1 ,410482121,219396664,75319329,172150228,103695442,83704328,181938071,91284823,464975025,119845382,63470494,94067040,216481141,162327340,59525644,101645771,114517335
O88310,Intelectin-1a OS=Mus musculus OX=10090 GN=Itln1 PE=1 SV=1 ,45605046,41669505,868069,3170739,77599862,211697,43416872,10639425,59512548,33673755,16557233,48831604,35945452,14328687,9510724,14790650,59024062
A0A0B4J1I3,Immunoglobulin kappa variable 4-74 (Fragment) OS=Mus musculus OX=10090 GN=Igkv4-74 PE=4 SV=1 ,80011718,93107729,44790669,112928345,104086426,37446172,138192175,89146146,256010414,124551094,59475554,58415560,157294424,290968630,37555360,144199406,116093639
A0A0B4J1I1,Immunoglobulin kappa variable 16-104 (Fragment) OS=Mus musculus OX=10090 GN=Igkv16-104 PE=4 SV=1 ,88468565,52515841,46930291,26189952,93744300,28228397,144754211,21556099,45670272,38314050,26713220,59530959,35517845,123185916,112319212,105025369,38095783
A0A0B4J1I0,Immunoglobulin kappa variable 1-110 (Fragment) OS=Mus musculus OX=10090 GN=Igkv1-110 PE=4 SV=5 ,46972149,358277811,45680612,263614508,249891754,129468028,425152017,33352026,317226894,50621996,339841133,93618996,397897545,429306660,270587830,504396093,31144520
Q62261,"Spectrin beta chain, non-erythrocytic 1 OS=Mus musculus OX=10090 GN=Sptbn1 PE=1 SV=2 ",274871447,315013963,450784907,655728090,801749966,231787882,813805653,401800765,1427957103,414471976,1512832905,430582297,938023759,2203090064,1110621058,1200892706,348270714
Q9JHU4,Cytoplasmic dynein 1 heavy chain 1 OS=Mus musculus OX=10090 GN=Dync1h1 PE=1 SV=2 ,120010206,163116579,146788125,183374111,271837494,176720041,187571757,52302457,200904814,164261018,28643698,177797475,68831018,121142371,58514645,123157412,138751672
A2A5N1,14-3-3 protein beta/alpha (Fragment) OS=Mus musculus OX=10090 GN=Ywhab PE=1 SV=1 ,333764347,188816434,555061912,199390509,90469762,436092640,107750788,271557423,118803756,296546743,152222005,242066506,95824610,67396959,118767240,148912516,266578290
P40124,Adenylyl cyclase-associated protein 1 OS=Mus musculus OX=10090 GN=Cap1 PE=1 SV=4 ,292992915,262924936,356689461,328031587,583974770,389043013,511207913,394922030,745663600,349297309,358144717,359846945,981158563,454913794,390842495,972869471,363273893
A0A2I3BRX9,Ral GTPase-activating protein subunit alpha-1 OS=Mus musculus OX=10090 GN=Ralgapa1 PE=1 SV=1 ,79786913,17889228,122592513,26917211,38582781,19741362,28300142,22572597,77906762,34688827,1636978,9005406,9724251,3791710,7929362,16896632,61140194
Q61171,Peroxiredoxin-2 OS=Mus musculus OX=10090 GN=Prdx2 PE=1 SV=3 ,235666371,196687340,229058483,123343230,130070916,256350569,139404574,225036511,96195228,178814334,57454818,64271401,82546702,202491248,145655775,234179164,225891491
A2ABG4,"TBC1 domain family, member 16 OS=Mus musculus OX=10090 GN=Tbc1d16 PE=1 SV=1 ",47934133,11830995,30381334,41559961,51552517,22820137,27160913,18447780,29987592,38174843,171505454,26417463,64980689,17992282,5229924,26025729,29669768
Q8R2Q4,"Ribosome-releasing factor 2, mitochondrial OS=Mus musculus OX=10090 GN=Gfm2 PE=1 SV=2 ",51100962,39790535,60616979,19052365,122693046,38568889,127158870,15082619,110163399,50920594,3123677,53357046,15706479,13695135,25433227,15344284,55178939
Q64433,"10 kDa heat shock protein, mitochondrial OS=Mus musculus OX=10090 GN=Hspe1 PE=1 SV=2 ",110391241,63103810,105473456,108340074,231307228,99878790,45880002,27075171,125446932,145172852,56582335,104642253,214787934,27842224,51382656,281070325,112024660
Q9R0L6,Pericentriolar material 1 protein OS=Mus musculus OX=10090 GN=Pcm1 PE=1 SV=2 ,45523997,30112469,31216575,47612903,108452172,32727868,82046138,20395825,96774712,49152584,33172846,51364499,96517989,48755936,41259515,188533959,46713750
A0A0B4J1H9,Immunoglobulin kappa variable 1-132 (Fragment) OS=Mus musculus OX=10090 GN=Igkv1-132 PE=4 SV=1 ,4859730,5395955,6068865,9531258,22055940,3054762,7749463,2854337,4233602,9325405,5189616,6572777,31508720,10872171,5230905,16373383,11788788
Q921R2,40S ribosomal protein S13 OS=Mus musculus OX=10090 GN=Rps13 PE=1 SV=1 ,37132731,29679346,41351237,56277118,15608080,34161845,38392488,74162422,33613017,28527614,133106466,14192520,135369712,99281311,92666109,43029891,18195684
A0A0B4J1H8,Immunoglobulin kappa variable 1-133 (Fragment) OS=Mus musculus OX=10090 GN=Igkv1-133 PE=4 SV=1 ,78330110,246487256,85572550,71833530,218614876,67466829,134662274,266512918,100145456,239073766,68875560,116260546,93814880,105014529,135436242,183120804,100790696
O55060,Thiopurine S-methyltransferase OS=Mus musculus OX=10090 GN=Tpmt PE=1 SV=1 ,38998782,9655984,13896605,19093766,27683310,14550675,53919532,4480653,225381802,33708480,45362888,25333729,269235990,19102688,450434190,35101863,22906377
D3Z001,RIKEN cDNA 2310057J18 gene OS=Mus musculus OX=10090 GN=2310057J18Rik PE=1 SV=1 ,41841231,38729632,29256528,33451576,63259455,31166412,49445714,20243093,52891977,23051877,32616944,27540995,10564733,7840370,69133433,11711153,35809581
A0A0B4J1H7,Immunoglobulin kappa variable 1-135 (Fragment) OS=Mus musculus OX=10090 GN=Igkv1-135 PE=4 SV=1 ,102363159,288198427,103441994,80829947,254248986,76443170,150684513,364373034,114327812,306432809,104194671,144839751,109869621,172114433,172425924,201748110,116869495
A0A0B4J1H6,Immunoglobulin kappa chain variable 2-137 (Fragment) OS=Mus musculus OX=10090 GN=Igkv2-137 PE=4 SV=1 ,1131917861,20177363,50685601,83480940,113121900,33970586,565140724,244276159,111923048,90903419,71907297,87543041,181416274,119303412,388748888,274961166,62289901
Q8BVI4,Dihydropteridine reductase OS=Mus musculus OX=10090 GN=Qdpr PE=1 SV=2 ,93356570,135296560,155134608,118178668,82984367,166231658,95092786,51677638,110184095,104768342,27896139,150865058,58151918,10409309,25156944,79040183,82451013
E9Q133,T-complex protein 1 subunit gamma OS=Mus musculus OX=10090 GN=Cct3 PE=1 SV=1 ,34827762,36009400,33553275,71886668,80801587,18036244,41677242,21316721,42430427,42520014,708770796,42383575,138840179,88449458,106257733,100320378,60235435
Q6PHC1,Alpha-enolase OS=Mus musculus OX=10090 GN=Eno1 PE=1 SV=1 ,1259449015,773958097,770899189,672162876,967758021,910159294,1215185617,745949006,815987884,937008321,204278728,720702921,348138707,511511428,319339402,269785192,1181774317
Q8VCE3,Desmoglein-2 OS=Mus musculus OX=10090 GN=Dsg2 PE=1 SV=1 ,22938383,21874843,17561178,16916002,34298547,19958333,19047244,7406724,9170002,14660820,20114704,8970504,48482842,30870806,82796566,57071218,16266634
Q61166,Microtubule-associated protein RP/EB family member 1 OS=Mus musculus OX=10090 GN=Mapre1 PE=1 SV=3 ,5478255,11716114,13822232,23745700,24835772,29595457,12802081,5686787,18214618,10175618,1430536,9140556,1319956,133159,2069609,604858,26630183
Q8VCE0,Sodium/potassium-transporting ATPase subunit alpha OS=Mus musculus OX=10090 GN=Atp1a3 PE=1 SV=1 ,4087082,13078003,19265766,12753574,49132565,6527693,14644195,22128382,24141434,5426397,3593761,12193116,26644647,25060171,65695306,45687644,12154292
P52760,2-iminobutanoate/2-iminopropanoate deaminase OS=Mus musculus OX=10090 GN=Rida PE=1 SV=3 ,19042563,8028383,17611606,32743732,14002679,18538338,10582623,14138275,12285276,16015120,1197147,24437284,5949835,2028356,8502504,5539339,13592695
Q8R2P8,Lysine--tRNA ligase OS=Mus musculus OX=10090 GN=Kars PE=1 SV=1 ,59764270,36152180,49222683,36919948,99015936,24737058,54925310,31337677,151767812,46225143,12966886994,8857485,216566722,840836591,273146033,196179920,78330273
Q8R317,Ubiquilin-1 OS=Mus musculus OX=10090 GN=Ubqln1 PE=1 SV=1 ,214076897,246288445,229162694,284160446,322308508,230697780,288832593,94532520,358461505,200869474,642833,257901034,7630275,1351973,10591013,14225532,192153516
F6VRP8,Galectin-3-binding protein (Fragment) OS=Mus musculus OX=10090 GN=Lgals3bp PE=1 SV=1 ,57090064,56491460,45555491,47456598,67326007,49905240,57153526,31257551,63002257,63101548,39635931,77134145,263898852,599514259,209226738,80056936,64246171
A0A0G2JGC1,Serine/threonine-protein phosphatase OS=Mus musculus OX=10090 GN=Ppp1cc PE=1 SV=1 ,45000878,51218826,45183000,102728686,161517722,77031145,53452529,58543544,128893412,51460106,72384619,72339818,25203279,71559674,66187316,28019441,51943857
F8WI95,Methylthioribose-1-phosphate isomerase (Fragment) OS=Mus musculus OX=10090 GN=Mri1 PE=1 SV=1 ,39876586,48745259,25397972,66371460,31341429,5475546,34135372,3585434,95119513,25678653,55998,36013573,13511667,7255714,14720119,14967732,40232338
D6RH59,Tetratricopeptide repeat protein 38 OS=Mus musculus OX=10090 GN=Ttc38 PE=1 SV=1 ,11457198,14055271,13050139,44397766,352189937,22555771,340680445,15213550,493443054,12287085,10006836,429858577,9416741,4141312,30896884,19184437,19410355
F6V328,Glutathione hydrolase 1 proenzyme (Fragment) OS=Mus musculus OX=10090 GN=Ggt1 PE=1 SV=1 ,353481938,127052985,160630522,251851174,214620000,202443880,167934385,125888155,252694430,116941204,471912542,212575202,284049458,163798654,245774492,230870427,155507138
P50580,Proliferation-associated protein 2G4 OS=Mus musculus OX=10090 GN=Pa2g4 PE=1 SV=3 ,61546030,112335915,246347924,113148696,210039412,127594093,168850843,50549799,196753324,74641858,72198704,149775104,47499114,74232442,99080901,99353099,350344394
P60335,Poly(rC)-binding protein 1 OS=Mus musculus OX=10090 GN=Pcbp1 PE=1 SV=1 ,32258160,24738501,31105037,34098766,28119261,24524497,63158631,21607304,56074353,40298568,16120606,43107493,34995831,47284158,18232542,16871476,28675326
D6RGT5,"Protease, serine 32 OS=Mus musculus OX=10090 GN=Prss32 PE=4 SV=1 ",58800505,60888631,54499339,71835965,84520551,27098193,62981277,57590418,79444754,56929423,176339157,59802210,149079328,273095554,320372473,402022023,47598065
P28076,Proteasome subunit beta type-9 OS=Mus musculus OX=10090 GN=Psmb9 PE=1 SV=1 ,8896289,3683347,6583690,1662862,11361366,28205606,22862063,62478936,8301462,7904898,250768000,6010795,161628793,246932435,207306142,150007184,11390926
